element,assists,bonus,bps,clean_sheets,creativity,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,threat,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,gameweek_x,fdr,total_points,total_points_cumulative,assists_in_prev_1,assists_in_prev_3,assists_in_prev_5,assists_in_prev_10,bonus_in_prev_1,bonus_in_prev_3,bonus_in_prev_5,bonus_in_prev_10,bps_in_prev_1,bps_in_prev_3,bps_in_prev_5,bps_in_prev_10,clean_sheets_in_prev_1,clean_sheets_in_prev_3,clean_sheets_in_prev_5,clean_sheets_in_prev_10,goals_conceded_in_prev_1,goals_conceded_in_prev_3,goals_conceded_in_prev_5,goals_conceded_in_prev_10,goals_scored_in_prev_1,goals_scored_in_prev_3,goals_scored_in_prev_5,goals_scored_in_prev_10,minutes_in_prev_1,minutes_in_prev_3,minutes_in_prev_5,minutes_in_prev_10,own_goals_in_prev_1,own_goals_in_prev_3,own_goals_in_prev_5,own_goals_in_prev_10,penalties_missed_in_prev_1,penalties_missed_in_prev_3,penalties_missed_in_prev_5,penalties_missed_in_prev_10,penalties_saved_in_prev_1,penalties_saved_in_prev_3,penalties_saved_in_prev_5,penalties_saved_in_prev_10,red_cards_in_prev_1,red_cards_in_prev_3,red_cards_in_prev_5,red_cards_in_prev_10,yellow_cards_in_prev_1,yellow_cards_in_prev_3,yellow_cards_in_prev_5,yellow_cards_in_prev_10,saves_in_prev_1,saves_in_prev_3,saves_in_prev_5,saves_in_prev_10,selected_in_prev_1,selected_in_prev_3,selected_in_prev_5,selected_in_prev_10,threat_in_prev_1,threat_in_prev_3,threat_in_prev_5,threat_in_prev_10,transfers_in_in_prev_1,transfers_in_in_prev_3,transfers_in_in_prev_5,transfers_in_in_prev_10,transfers_out_in_prev_1,transfers_out_in_prev_3,transfers_out_in_prev_5,transfers_out_in_prev_10,total_points_in_prev_1,total_points_in_prev_3,total_points_in_prev_5,total_points_in_prev_10,fdr_in_prev_1,fdr_in_prev_2,fdr_in_prev_3
340,0,0,10,0,0.0,1,0,0.8,8.2,90,0,0,0,0,1,317939,0.0,14015,17597,3582,53,False,0,38,3,2,98,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,10.0,61.0,98.0,204.0,0.0,1.0,2.0,4.0,1.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,90.0,270.0,450.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,17.0,36.0,317939.0,916591.0,1507791.0,2881684.0,0.0,0.0,0.0,0.0,17597.0,26461.0,38364.0,89257.0,3582.0,11990.0,20125.0,48757.0,2.0,15.0,24.0,53.0,,,
341,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,113721,0.0,-1374,1716,3090,41,False,0,38,3,0,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113721.0,344846.0,580802.0,1231331.0,0.0,0.0,0.0,0.0,1716.0,3431.0,5328.0,32225.0,3090.0,7499.0,13160.0,70362.0,0.0,0.0,0.0,0.0,,,
342,0,0,4,0,5.0,1,0,1.2,3.6,79,0,0,0,0,0,681694,3.0,52070,81941,29871,97,False,0,38,3,2,169,0.0,1.0,2.0,4.0,0.0,1.0,4.0,5.0,4.0,46.0,86.0,149.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,7.0,0.0,1.0,2.0,2.0,79.0,257.0,392.0,734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,681694.0,1808906.0,2906002.0,5580622.0,3.0,64.0,138.0,251.0,81941.0,213369.0,249492.0,708081.0,29871.0,64925.0,227398.0,438493.0,2.0,16.0,30.0,47.0,,,
343,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,176230,0.0,-261,102,363,86,False,0,38,3,0,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176230.0,529343.0,883420.0,1777927.0,0.0,0.0,0.0,0.0,102.0,169.0,216.0,420.0,363.0,855.0,1588.0,5968.0,0.0,0.0,0.0,0.0,,,
344,0,0,6,0,0.3,0,0,0.5,4.4,10,0,0,0,0,0,206558,0.0,-2715,578,3293,83,False,0,38,3,1,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,10.0,10.0,10.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206558.0,627751.0,1078922.0,2442717.0,0.0,0.0,0.0,49.0,578.0,666.0,1931.0,50449.0,3293.0,13508.0,38665.0,226970.0,1.0,1.0,1.0,10.0,,,
345,0,0,5,0,4.4,1,0,2.3,10.8,90,0,0,0,0,0,315129,8.0,14651,18373,3722,70,False,0,38,3,2,100,0.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,5.0,39.0,67.0,94.0,0.0,1.0,1.0,3.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,90.0,222.0,318.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,315129.0,903784.0,1499195.0,3099459.0,8.0,45.0,106.0,148.0,18373.0,23011.0,26537.0,56125.0,3722.0,10038.0,20717.0,130707.0,2.0,13.0,16.0,25.0,,,
346,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,84133,0.0,-340,457,797,57,False,0,38,3,0,65,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,49.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,41.0,132.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,84133.0,252883.0,422446.0,848593.0,0.0,21.0,44.0,65.0,457.0,1391.0,2373.0,9286.0,797.0,2048.0,3977.0,11869.0,0.0,5.0,9.0,19.0,,,
347,0,0,18,0,2.5,1,0,2.4,13.4,90,0,0,0,0,0,19568,8.0,72,270,198,52,False,0,38,3,2,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,45.0,73.0,104.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,90.0,270.0,450.0,634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,19568.0,58396.0,97095.0,194146.0,8.0,8.0,9.0,11.0,270.0,598.0,926.0,2389.0,198.0,497.0,873.0,2646.0,2.0,7.0,11.0,17.0,,,
348,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,6940,0.0,-11,17,28,47,False,0,38,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6940.0,20845.0,34780.0,70284.0,0.0,0.0,0.0,0.0,17.0,30.0,41.0,109.0,28.0,52.0,98.0,475.0,0.0,0.0,0.0,0.0,,,
349,0,0,20,0,2.8,1,0,1.8,15.0,79,0,0,0,0,0,96620,0.0,404,1393,989,48,False,0,38,3,2,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,45.0,63.0,114.0,0.0,1.0,2.0,4.0,1.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,79.0,259.0,423.0,763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,96620.0,288489.0,480395.0,950410.0,0.0,0.0,2.0,22.0,1393.0,3068.0,5240.0,13619.0,989.0,2754.0,5127.0,10870.0,2.0,7.0,11.0,20.0,,,
350,0,0,10,0,0.6,1,0,1.9,18.2,90,0,0,0,0,0,14503,0.0,51,194,143,48,False,1,38,3,1,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,63.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,14503.0,43401.0,74316.0,149892.0,0.0,0.0,0.0,17.0,194.0,216.0,741.0,3626.0,143.0,749.0,2202.0,3993.0,1.0,1.0,1.0,13.0,,,
351,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1164,0.0,-21,21,42,44,False,0,38,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.0,3512.0,5843.0,11561.0,0.0,0.0,0.0,0.0,21.0,72.0,128.0,308.0,42.0,97.0,135.0,306.0,0.0,0.0,0.0,0.0,,,
352,0,0,5,0,0.3,0,0,0.3,2.2,10,0,0,0,0,0,46757,0.0,588,1316,728,42,False,0,38,3,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,11.0,17.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46757.0,137559.0,229807.0,470824.0,0.0,0.0,0.0,0.0,1316.0,1590.0,2158.0,8374.0,728.0,1707.0,3117.0,11544.0,1.0,2.0,3.0,4.0,,,
353,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,49656,0.0,-481,94,575,46,False,0,38,4,0,21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49656.0,150204.0,252122.0,503474.0,0.0,0.0,0.0,0.0,94.0,307.0,1436.0,4345.0,575.0,1367.0,2384.0,5103.0,0.0,0.0,0.0,5.0,,,
354,0,0,18,0,0.7,3,0,2.1,20.6,90,0,0,0,0,0,34260,0.0,-1633,594,2227,43,False,0,38,4,1,73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,39.0,56.0,100.0,0.0,0.0,0.0,0.0,3.0,10.0,12.0,17.0,0.0,0.0,0.0,0.0,90.0,270.0,450.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34260.0,109518.0,192821.0,362165.0,0.0,4.0,26.0,86.0,594.0,1548.0,11920.0,26973.0,2227.0,7072.0,10474.0,24124.0,1.0,2.0,6.0,15.0,,,
355,0,0,3,0,15.7,3,0,4.7,7.4,90,0,0,0,0,0,23761,24.0,-1956,137,2093,43,False,0,38,4,1,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,11.0,24.0,66.0,0.0,0.0,0.0,1.0,3.0,6.0,8.0,13.0,0.0,0.0,0.0,0.0,90.0,138.0,318.0,684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23761.0,79471.0,143994.0,265260.0,24.0,26.0,28.0,55.0,137.0,644.0,8394.0,29457.0,2093.0,6908.0,10147.0,22691.0,1.0,2.0,6.0,20.0,,,
356,0,0,3,0,1.8,0,0,0.7,5.6,45,0,0,0,0,0,18383,0.0,-49,377,426,41,False,0,38,4,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,45.0,180.0,180.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,18383.0,55227.0,93730.0,195296.0,0.0,0.0,0.0,0.0,377.0,580.0,1388.0,3633.0,426.0,1325.0,2397.0,9723.0,1.0,1.0,1.0,2.0,,,
357,0,0,4,0,11.9,3,0,1.8,3.6,45,0,0,0,0,0,59697,2.0,-2734,1193,3927,42,False,0,38,4,0,54,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,31.0,57.0,113.0,0.0,0.0,0.0,1.0,3.0,10.0,12.0,18.0,0.0,0.0,0.0,0.0,45.0,225.0,405.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,59697.0,198684.0,345591.0,581599.0,2.0,12.0,16.0,18.0,1193.0,5244.0,23089.0,74620.0,3927.0,11934.0,16536.0,37410.0,0.0,1.0,8.0,19.0,,,
358,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,209531,0.0,-8959,3721,12680,41,False,0,38,4,0,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,209531.0,658834.0,1160677.0,2436889.0,0.0,0.0,0.0,19.0,3721.0,9349.0,32069.0,168990.0,12680.0,40906.0,70384.0,189551.0,0.0,0.0,0.0,3.0,,,
359,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,40954,0.0,-1128,319,1447,40,False,0,38,4,0,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40954.0,125999.0,215151.0,453859.0,0.0,0.0,0.0,0.0,319.0,658.0,1478.0,34057.0,1447.0,3580.0,6547.0,38762.0,0.0,0.0,0.0,0.0,,,
360,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,21557,0.0,-237,468,705,39,False,0,38,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21557.0,65189.0,109085.0,220279.0,0.0,0.0,0.0,0.0,468.0,1023.0,1824.0,4870.0,705.0,1521.0,2289.0,6476.0,0.0,0.0,0.0,0.0,,,
361,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,75483,0.0,-866,259,1125,39,False,0,38,4,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75483.0,228851.0,384462.0,784690.0,0.0,0.0,0.0,0.0,259.0,597.0,1318.0,7548.0,1125.0,2495.0,4003.0,14072.0,0.0,0.0,0.0,0.0,,,
362,0,0,28,0,14.4,3,1,10.1,35.4,90,0,0,0,0,0,127285,51.0,-128,10111,10239,62,False,0,38,4,6,109,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,28.0,64.0,123.0,153.0,0.0,0.0,0.0,0.0,3.0,10.0,12.0,20.0,1.0,2.0,4.0,4.0,90.0,222.0,396.0,796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127285.0,389433.0,675423.0,1338089.0,51.0,70.0,159.0,229.0,10111.0,26468.0,63958.0,144655.0,10239.0,36807.0,62467.0,153420.0,6.0,16.0,31.0,41.0,,,
363,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,128605,0.0,-670,114,784,61,False,0,38,4,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128605.0,387576.0,649369.0,1347178.0,0.0,0.0,0.0,0.0,114.0,204.0,276.0,1357.0,784.0,1998.0,4338.0,58947.0,0.0,0.0,0.0,0.0,,,
364,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,26962,0.0,-14,220,234,55,False,0,38,4,0,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,24.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26962.0,80893.0,135262.0,270063.0,0.0,6.0,6.0,6.0,220.0,472.0,1192.0,3994.0,234.0,748.0,1610.0,4065.0,0.0,1.0,2.0,4.0,,,
365,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,25950,0.0,1019,1325,306,47,False,0,38,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25950.0,75645.0,125802.0,254600.0,0.0,0.0,0.0,0.0,1325.0,1362.0,1412.0,3054.0,306.0,541.0,958.0,3181.0,0.0,0.0,0.0,0.0,,,
366,0,0,12,0,0.0,3,0,1.8,17.8,90,0,0,0,0,2,264879,0.0,-6560,1903,8463,49,False,0,38,4,1,137,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,12.0,59.0,84.0,160.0,0.0,0.0,0.0,0.0,3.0,10.0,12.0,21.0,0.0,0.0,0.0,0.0,90.0,270.0,450.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,14.0,30.0,264879.0,825386.0,1433380.0,2872599.0,0.0,0.0,0.0,0.0,1903.0,3608.0,38311.0,94607.0,8463.0,32061.0,47796.0,143927.0,1.0,11.0,16.0,28.0,,,
367,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,7636,0.0,-14,72,86,42,False,0,38,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7636.0,22949.0,38353.0,77600.0,0.0,0.0,0.0,0.0,72.0,106.0,145.0,270.0,86.0,169.0,254.0,789.0,0.0,0.0,0.0,0.0,,,
368,0,0,17,0,27.4,3,0,7.1,13.6,80,0,0,0,0,0,131826,30.0,-4248,2153,6401,54,False,0,38,4,2,113,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,42.0,55.0,84.0,0.0,0.0,0.0,1.0,3.0,10.0,12.0,20.0,0.0,0.0,0.0,0.0,80.0,232.0,412.0,803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,131826.0,408350.0,711527.0,1577723.0,30.0,36.0,73.0,150.0,2153.0,4842.0,22159.0,110244.0,6401.0,21516.0,39277.0,150472.0,2.0,9.0,13.0,21.0,,,
369,0,0,8,0,31.8,3,0,7.7,7.2,87,0,0,0,0,0,46988,38.0,-236,114,350,56,False,1,38,4,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,12.0,36.0,0.0,0.0,0.0,1.0,3.0,7.0,7.0,11.0,0.0,0.0,0.0,0.0,87.0,173.0,173.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,46988.0,141519.0,237545.0,481476.0,38.0,38.0,38.0,86.0,114.0,265.0,926.0,4624.0,350.0,1148.0,2298.0,7339.0,1.0,3.0,3.0,11.0,,,
370,0,0,9,0,24.8,3,0,3.0,4.8,80,0,0,0,0,0,20855,0.0,-78,74,152,53,False,1,38,4,1,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,27.0,46.0,94.0,0.0,0.0,0.0,0.0,3.0,10.0,12.0,20.0,0.0,0.0,0.0,0.0,80.0,260.0,408.0,825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,20855.0,62726.0,105049.0,210332.0,0.0,5.0,30.0,96.0,74.0,159.0,637.0,1416.0,152.0,421.0,823.0,1848.0,1.0,3.0,4.0,14.0,,,
371,0,0,3,0,0.3,0,0,0.1,0.6,9,0,0,0,0,0,7567,0.0,15,62,47,48,False,0,38,4,1,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,22.0,23.0,32.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,9.0,0.0,0.0,0.0,0.0,9.0,189.0,225.0,309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,7567.0,22614.0,37702.0,75334.0,0.0,24.0,41.0,45.0,62.0,106.0,187.0,551.0,47.0,121.0,215.0,597.0,1.0,4.0,5.0,8.0,,,
372,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1406,0.0,-1,17,18,47,False,0,38,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406.0,4203.0,7005.0,14050.0,0.0,0.0,0.0,0.0,17.0,37.0,63.0,184.0,18.0,39.0,93.0,199.0,0.0,0.0,0.0,0.0,,,
373,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,25090,0.0,-2259,22,2281,48,False,0,38,4,0,78,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,39.0,82.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0,579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,25090.0,81826.0,139051.0,276625.0,0.0,0.0,0.0,9.0,22.0,673.0,6014.0,15582.0,2281.0,5310.0,7014.0,16230.0,0.0,0.0,9.0,17.0,,,
374,0,0,9,0,15.1,0,0,2.1,3.6,9,0,0,0,0,0,14513,2.0,-97,149,246,44,False,0,38,4,1,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,15.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,35.0,38.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14513.0,43792.0,73716.0,148499.0,2.0,2.0,2.0,3.0,149.0,291.0,1101.0,2614.0,246.0,773.0,1292.0,4036.0,1.0,3.0,4.0,8.0,,,
