,Unnamed: 0_fpl,player_id,name_fpl,display_slug,team_id,team,team_slug,position_fpl,points_per_game,form,news,news_added_at,status,total_points,value_form,value_season,selected_by_percent,influence_rank_overall,creativity_rank_overall,threat_rank_overall,influence_rank_by_position,creativity_rank_by_position,threat_rank_by_position:,ict_index,ict_index_by_position,dreamteam_count,transfers_in,transfers_out,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,ep_next,ep_this,now_cost,transfers_in_event,transfers_out_event,goals_scored,assists_fpl,clean_sheets,goals_conceded,penalties_saved,penalties_missed,saves,bonus,bps,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,fbref_id_fpl,Unnamed: 0_fbref,name_fbref,profile_url,nationality,position_fbref,age,minutes_90s_x,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,goals_per_shot,goals_per_shot_on_target,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,passes_completed_x,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists_fbref,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses_x,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed_y,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won_x,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions_x,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,games,minutes,minutes_per_game,minutes_pct,minutes_90s_y,games_starts,minutes_per_start,games_subs,minutes_per_sub,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses_y,interceptions_y,tackles_won_y,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,fbref_id_fbref
62,61,514,Ollie Watkins,Watkins,2,aston_villa,AVL,FWD,4.5,4.2,,,a,104,0.6,16.0,26.3,33,46,3,5,3,2,9,2,3,3490167,1574751,,,0,0,5,-5,8.9,3.7,65,350702,97546,10,4,12,26,0,1,0,9,330,,,,,3.0,,aed3a70f,1.0,Ollie Watkins,https://fbref.com/en/players/aed3a70f/Ollie-Watkins,"['eng', 'ENG']",FW,25 years and 058 days,23.0,10.0,64.0,28.0,43.8,2.78,0.14,0.32,0.0,1.0,2.0,11.4,10.0,0.16,-1.4,-1.0,361.0,508.0,71.1,4889.0,880.0,228.0,302.0,75.5,106.0,144.0,73.6,9.0,18.0,50.0,2.0,2.1,-0.1,24.0,27.0,14.0,3.0,23.0,479.0,29.0,0.0,0.0,177.0,4.0,22.0,1.0,1.0,0.0,0.0,321.0,104.0,83.0,66.0,320.0,31.0,10.0,6.0,361.0,2.0,6.0,17.0,24.0,65.0,2.83,48.0,0.0,3.0,8.0,3.0,9.0,0.39,6.0,0.0,0.0,3.0,0.0,0.0,26.0,16.0,4.0,14.0,8.0,5.0,16.0,31.3,11.0,343.0,113.0,32.9,16.0,145.0,182.0,14.0,1.0,0.0,13.0,9.0,35.0,15.0,0.0,799.0,19.0,44.0,312.0,484.0,151.0,768.0,31.0,47.0,66.0,33.0,2.0,504.0,2495.0,1444.0,1234.0,619.0,50.2,72.0,49.0,23.0,2070.0,90.0,100.0,23.0,23.0,90.0,0.0,0.0,0.0,1.57,37.0,26.0,11.0,0.48,,35.6,29.9,5.7,0.25,,1.0,0.0,0.0,29.0,31.0,20.0,22.0,9.0,16.0,0.0,0.0,0.0,69.0,96.0,121.0,44.2,aed3a70f
63,62,540,Bertrand Traoré,Traoré,2,aston_villa,AVL,MID,3.8,4.2,,2020-11-01T14:30:23.727526Z,a,80,0.7,13.6,1.1,140,96,43,50,67,24,56,33,1,160817,87608,100.0,100.0,0,0,-1,1,8.9,3.7,59,54940,6356,5,3,8,16,0,0,0,4,246,4.0,,1.0,,,,c47541e0,9.0,Bertrand Traoré,https://fbref.com/en/players/c47541e0/Bertrand-Traore,"['bf', 'BFA']",FW,25 years and 173 days,13.3,5.0,34.0,14.0,41.2,2.56,0.15,0.36,2.0,0.0,0.0,3.9,3.9,0.12,1.1,1.1,339.0,469.0,72.3,6483.0,1537.0,151.0,178.0,84.8,123.0,154.0,79.9,58.0,115.0,50.4,3.0,1.4,1.6,14.0,17.0,12.0,5.0,32.0,402.0,67.0,32.0,0.0,80.0,29.0,34.0,31.0,13.0,10.0,2.0,295.0,59.0,115.0,397.0,40.0,12.0,4.0,2.0,339.0,0.0,8.0,13.0,17.0,38.0,2.86,15.0,7.0,6.0,3.0,6.0,5.0,0.38,3.0,1.0,0.0,0.0,0.0,0.0,11.0,4.0,4.0,2.0,5.0,3.0,21.0,14.3,18.0,183.0,37.0,20.2,51.0,79.0,53.0,11.0,0.0,0.0,11.0,17.0,28.0,13.0,0.0,634.0,19.0,93.0,250.0,327.0,46.0,573.0,24.0,43.0,55.8,27.0,5.0,410.0,2141.0,970.0,569.0,432.0,75.9,26.0,22.0,21.0,1194.0,57.0,57.7,13.3,14.0,73.0,7.0,25.0,0.0,1.43,16.0,16.0,0.0,0.0,-1.13,18.6,16.6,2.0,0.15,-0.23,0.0,0.0,0.0,17.0,17.0,4.0,34.0,17.0,4.0,0.0,0.0,0.0,75.0,16.0,18.0,47.1,c47541e0
64,63,554,Jacob Ramsey,Ramsey,2,aston_villa,AVL,MID,1.2,0.4,,,a,11,0.1,2.4,0.1,432,368,325,183,180,159,405,180,0,13495,11551,,,0,0,0,0,1.3,-0.1,45,369,307,0,0,1,2,0,0,0,0,26,,,,,,,1544f145,17.0,Jacob Ramsey,https://fbref.com/en/players/1544f145/Jacob-Ramsey,"['eng', 'ENG']","MF,FW",19 years and 274 days,2.0,0.0,5.0,1.0,20.0,2.5,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,51.0,62.0,82.3,781.0,162.0,31.0,35.0,88.6,15.0,17.0,88.2,3.0,4.0,75.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,62.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,48.0,6.0,8.0,9.0,47.0,5.0,0.0,1.0,51.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,50.0,7.0,14.0,15.0,24.0,11.0,4.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,86.0,6.0,16.0,35.0,39.0,6.0,86.0,2.0,3.0,66.7,3.0,0.0,56.0,288.0,98.0,68.0,48.0,70.6,2.0,3.0,9.0,180.0,20.0,8.7,2.0,1.0,89.0,8.0,11.0,6.0,1.78,0.0,2.0,-2.0,-1.0,-1.62,2.5,3.9,-1.4,-0.68,-1.01,0.0,0.0,0.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,4.0,20.0,1544f145
65,67,53,Glenn Murray,Murray,3,brighton,BHA,FWD,0.0,0.0,Joined Watford on loan until the end of the season on 1/9. - Expected back 01 Jul,2020-09-02T09:00:10.449975Z,u,0,0.0,0.0,0.1,633,625,617,77,79,80,636,80,0,5020,18554,0.0,0.0,0,0,-2,2,0.0,0.0,48,0,38,0,0,0,0,0,0,0,0,0,,,,,,,f2f29dda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,68,54,Adam Lallana,Lallana,3,brighton,BHA,MID,1.7,1.0,,2021-01-07T17:00:15.322102Z,a,32,0.2,5.2,0.3,306,91,175,136,63,91,205,101,0,15471,84641,100.0,100.0,0,0,-3,3,1.5,1.0,62,265,252,0,1,3,9,0,0,0,0,138,5.0,,,,,,99813635,13.0,Adam Lallana,https://fbref.com/en/players/99813635/Adam-Lallana,"['eng', 'ENG']","MF,FW",32 years and 292 days,9.7,0.0,10.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,-1.0,-1.0,365.0,448.0,81.5,5606.0,1180.0,189.0,209.0,90.4,130.0,160.0,81.3,29.0,47.0,61.7,1.0,2.5,-1.5,21.0,29.0,13.0,3.0,31.0,434.0,14.0,3.0,3.0,77.0,10.0,13.0,3.0,0.0,0.0,1.0,314.0,74.0,60.0,143.0,271.0,18.0,4.0,5.0,365.0,1.0,7.0,12.0,10.0,30.0,3.1,27.0,0.0,0.0,1.0,2.0,2.0,0.21,1.0,0.0,0.0,1.0,0.0,0.0,7.0,6.0,5.0,1.0,1.0,2.0,21.0,9.5,19.0,165.0,53.0,32.1,48.0,72.0,45.0,17.0,2.0,0.0,15.0,9.0,16.0,11.0,0.0,537.0,19.0,103.0,233.0,229.0,43.0,525.0,11.0,15.0,73.3,11.0,0.0,368.0,1691.0,907.0,489.0,396.0,81.0,9.0,10.0,19.0,872.0,46.0,38.8,9.7,10.0,70.0,9.0,19.0,1.0,1.16,9.0,9.0,0.0,0.0,0.39,13.4,8.4,5.0,0.52,0.24,0.0,0.0,0.0,10.0,12.0,2.0,13.0,9.0,6.0,0.0,1.0,0.0,73.0,9.0,24.0,27.3,99813635
67,69,57,Pascal Groß,Groß,3,brighton,BHA,MID,3.4,4.4,,,a,71,0.8,12.2,0.3,110,8,93,43,6,51,38,25,0,115407,116377,,,0,0,-2,2,4.9,4.4,58,1255,1764,2,4,6,14,0,0,0,9,308,1.0,,3.0,,1.0,,8aec0537,8.0,Pascal Groß,https://fbref.com/en/players/8aec0537/Pascal-Gross,"['de', 'GER']",MF,29 years and 256 days,14.9,2.0,19.0,3.0,15.8,1.28,0.0,0.0,3.0,2.0,2.0,3.1,1.6,0.08,-1.1,-1.6,689.0,906.0,76.0,14042.0,3865.0,278.0,332.0,83.7,279.0,329.0,84.8,123.0,224.0,54.9,4.0,3.6,0.4,42.0,59.0,31.0,12.0,70.0,786.0,120.0,40.0,2.0,116.0,54.0,55.0,73.0,23.0,37.0,0.0,570.0,90.0,246.0,166.0,688.0,36.0,4.0,2.0,689.0,4.0,18.0,12.0,9.0,62.0,4.17,37.0,24.0,0.0,1.0,0.0,5.0,0.34,4.0,1.0,0.0,0.0,0.0,0.0,22.0,17.0,12.0,10.0,0.0,8.0,22.0,36.4,14.0,199.0,56.0,28.1,63.0,97.0,39.0,18.0,3.0,0.0,15.0,14.0,36.0,12.0,0.0,1023.0,17.0,183.0,490.0,402.0,40.0,902.0,8.0,15.0,53.3,8.0,0.0,620.0,2862.0,1190.0,809.0,701.0,86.7,11.0,8.0,21.0,1338.0,64.0,59.5,14.9,14.0,89.0,7.0,13.0,4.0,1.0,13.0,14.0,-1.0,-0.07,0.43,22.2,14.5,7.7,0.52,0.36,1.0,0.0,0.0,13.0,10.0,3.0,55.0,14.0,17.0,0.0,0.0,0.0,121.0,12.0,25.0,32.4,8aec0537
68,70,58,Shane Duffy,Duffy,3,brighton,BHA,DEF,0.0,0.0,Joined Celtic on loan until the end of the season on 2/9. - Expected back 01 Jul,2020-09-02T09:00:10.465117Z,u,0,0.0,0.0,0.0,538,523,505,210,211,203,546,210,0,662,5492,0.0,0.0,0,0,-2,2,0.0,0.0,43,0,12,0,0,0,0,0,0,0,0,0,,,,,,,7314bba4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,71,59,Davy Pröpper,Pröpper,3,brighton,BHA,MID,1.4,0.0,,2021-02-11T17:00:28.458290Z,a,7,0.0,1.5,0.0,423,416,298,180,192,147,396,173,0,1697,6721,100.0,100.0,0,0,-2,2,0.5,0.0,48,33,46,0,0,0,2,0,0,0,0,28,,,,,,,fdd85f94,20.0,Davy Pröpper,https://fbref.com/en/players/fdd85f94/Davy-Propper,"['nl', 'NED']",MF,29 years and 177 days,2.2,0.0,4.0,2.0,50.0,1.83,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1,67.0,87.0,77.0,1260.0,381.0,24.0,32.0,75.0,36.0,44.0,81.8,6.0,8.0,75.0,0.0,0.0,0.0,0.0,7.0,5.0,1.0,13.0,87.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,61.0,16.0,10.0,4.0,77.0,4.0,0.0,0.0,67.0,0.0,1.0,3.0,2.0,1.0,0.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,5.0,0.0,1.0,4.0,25.0,3.0,28.0,11.0,39.3,13.0,13.0,2.0,2.0,0.0,0.0,2.0,1.0,6.0,0.0,0.0,103.0,1.0,13.0,64.0,33.0,4.0,103.0,0.0,0.0,0.0,0.0,0.0,58.0,363.0,172.0,100.0,84.0,84.0,0.0,6.0,5.0,197.0,39.0,8.8,2.2,2.0,67.0,3.0,21.0,6.0,1.0,1.0,2.0,-1.0,-0.46,-0.24,2.4,3.7,-1.3,-0.6,-1.06,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,10.0,3.0,4.0,42.9,fdd85f94
70,72,60,Aaron Mooy,Mooy,3,brighton,BHA,MID,0.0,0.0,Joined Shanghai SIPG on a permanent deal on 28/8,2020-08-29T10:00:06.731343Z,u,0,0.0,0.0,0.0,654,648,644,262,262,262,657,262,0,9990,11288,0.0,0.0,0,0,0,0,0.0,0.0,50,0,3,0,0,0,0,0,0,0,0,0,,,,,,,47b7e3af,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,73,61,Dan Burn,Burn,3,brighton,BHA,DEF,2.1,2.8,,,a,35,0.7,8.3,0.7,243,193,169,98,46,36,240,76,0,62268,64931,,,0,0,-3,3,3.3,2.8,42,13535,6075,0,0,4,17,0,0,0,0,171,,,,,,,b2d31e83,9.0,Dan Burn,https://fbref.com/en/players/b2d31e83/Dan-Burn,"['eng', 'ENG']",DF,28 years and 293 days,14.4,0.0,12.0,3.0,25.0,0.84,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.08,-0.9,-0.9,628.0,823.0,76.3,11205.0,3454.0,256.0,318.0,80.5,319.0,377.0,84.6,47.0,103.0,45.6,0.0,0.4,-0.4,5.0,42.0,12.0,4.0,57.0,728.0,95.0,7.0,0.0,104.0,13.0,23.0,1.0,1.0,0.0,0.0,502.0,131.0,190.0,550.0,87.0,52.0,87.0,2.0,628.0,2.0,25.0,18.0,23.0,14.0,0.98,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,14.0,7.0,2.0,6.0,26.0,23.1,20.0,180.0,58.0,32.2,83.0,64.0,33.0,22.0,2.0,0.0,20.0,15.0,38.0,57.0,0.0,977.0,65.0,299.0,494.0,240.0,35.0,883.0,5.0,8.0,62.5,5.0,0.0,562.0,3186.0,1812.0,686.0,620.0,90.4,12.0,10.0,17.0,1292.0,76.0,57.4,14.4,14.0,88.0,3.0,21.0,8.0,1.29,11.0,17.0,-6.0,-0.42,-0.42,16.6,15.5,1.1,0.08,-0.7,5.0,0.0,0.0,23.0,4.0,4.0,23.0,15.0,7.0,0.0,1.0,1.0,131.0,61.0,28.0,68.5,b2d31e83
72,74,62,Lewis Dunk,Dunk,3,brighton,BHA,DEF,3.7,6.2,,2020-10-18T15:00:19.802843Z,a,82,1.3,16.7,5.7,51,195,73,11,47,3,79,14,2,445216,591629,100.0,100.0,0,0,-1,1,6.7,6.2,49,45650,39945,3,0,7,29,0,0,0,10,407,,,1.0,,,,282f75f3,1.0,Lewis Dunk,https://fbref.com/en/players/282f75f3/Lewis-Dunk,"['eng', 'ENG']",DF,29 years and 097 days,22.0,3.0,21.0,7.0,33.3,0.96,0.14,0.43,1.0,0.0,0.0,2.0,2.0,0.1,1.0,1.0,1252.0,1405.0,89.1,28643.0,7788.0,323.0,342.0,94.4,649.0,684.0,94.9,270.0,362.0,74.6,0.0,0.6,-0.6,7.0,77.0,0.0,0.0,47.0,1354.0,51.0,43.0,0.0,92.0,41.0,1.0,0.0,0.0,0.0,0.0,1040.0,132.0,233.0,84.0,1190.0,76.0,8.0,20.0,1252.0,3.0,18.0,15.0,8.0,15.0,0.68,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,17.0,17.0,9.0,2.0,10.0,17.0,58.8,7.0,121.0,49.0,40.5,67.0,48.0,6.0,29.0,18.0,1.0,11.0,18.0,46.0,82.0,0.0,1587.0,264.0,928.0,657.0,85.0,33.0,1539.0,4.0,4.0,100.0,4.0,0.0,1014.0,5641.0,2678.0,1106.0,1088.0,98.4,5.0,2.0,22.0,1979.0,90.0,88.0,22.0,22.0,90.0,0.0,0.0,0.0,1.09,24.0,29.0,-5.0,-0.23,0.1,32.6,23.0,9.6,0.44,0.51,4.0,1.0,0.0,15.0,16.0,1.0,1.0,18.0,17.0,0.0,0.0,1.0,277.0,50.0,27.0,64.9,282f75f3
73,75,63,Martín Montoya,Montoya,3,brighton,BHA,DEF,0.0,0.0,Joined Real Betis on a permanent deal on 25/8,2020-08-25T16:00:07.591453Z,u,0,0.0,0.0,0.0,583,571,556,222,223,217,589,222,0,210,1051,0.0,0.0,0,0,0,0,0.0,0.0,45,0,3,0,0,0,0,0,0,0,0,0,,,,,,,5cec2487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,76,64,Florin Andone,Andone,3,brighton,BHA,FWD,0.0,0.0,Knee injury - Unknown return date,2020-09-12T09:00:10.364918Z,i,0,0.0,0.0,0.1,640,633,625,79,81,82,643,82,0,13088,30771,0.0,0.0,0,0,-2,2,0.0,0.0,48,164,126,0,0,0,0,0,0,0,0,0,,,,,,,dc008610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,77,65,Solomon March,March,3,brighton,BHA,MID,3.3,1.2,Knee injury - Expected back 29 May,2021-02-04T00:30:21.968227Z,i,69,0.2,13.8,0.5,102,37,69,38,30,37,52,31,1,295991,282592,0.0,0.0,0,0,0,0,0.0,0.0,50,52,3519,2,2,7,25,0,0,0,6,283,2.0,,5.0,,,,bb5fbd2b,5.0,Solly March,https://fbref.com/en/players/bb5fbd2b/Solly-March,"['eng', 'ENG']",DF,26 years and 221 days,18.6,2.0,22.0,4.0,18.2,1.18,0.09,0.5,1.0,0.0,0.0,1.7,1.7,0.08,0.3,0.3,681.0,975.0,69.8,12848.0,4328.0,319.0,374.0,85.3,261.0,350.0,74.6,94.0,205.0,45.9,1.0,1.7,-0.7,27.0,39.0,34.0,13.0,77.0,780.0,195.0,21.0,0.0,124.0,47.0,71.0,39.0,14.0,19.0,0.0,501.0,177.0,297.0,731.0,59.0,31.0,135.0,5.0,681.0,5.0,13.0,20.0,50.0,52.0,2.8,39.0,7.0,4.0,2.0,0.0,3.0,0.16,2.0,1.0,0.0,0.0,0.0,0.0,56.0,35.0,29.0,18.0,9.0,15.0,33.0,45.5,18.0,240.0,71.0,29.6,86.0,84.0,70.0,50.0,6.0,0.0,44.0,19.0,75.0,16.0,0.0,1197.0,49.0,274.0,468.0,548.0,59.0,1012.0,35.0,54.0,64.8,37.0,4.0,754.0,4961.0,2730.0,800.0,670.0,83.8,17.0,26.0,21.0,1672.0,80.0,74.3,18.6,19.0,86.0,2.0,23.0,0.0,1.1,23.0,25.0,-2.0,-0.11,0.52,27.5,18.4,9.0,0.49,0.43,0.0,0.0,0.0,26.0,26.0,2.0,71.0,19.0,35.0,0.0,1.0,0.0,186.0,17.0,22.0,43.6,bb5fbd2b
76,78,66,Adam Webster,Webster,3,brighton,BHA,DEF,2.8,2.8,Ankle injury - Expected back 03 Apr,2021-02-06T18:00:25.824469Z,i,61,0.7,14.2,1.1,119,230,118,47,57,15,138,34,0,110755,226660,0.0,25.0,-1,1,-2,2,0.0,0.7,43,394,8978,0,0,7,27,0,0,0,0,338,,,,,,,c40b6180,2.0,Adam Webster,https://fbref.com/en/players/c40b6180/Adam-Webster,"['eng', 'ENG']",DF,26 years and 053 days,21.8,0.0,20.0,5.0,25.0,0.92,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.05,-1.0,-1.0,1088.0,1337.0,81.4,23763.0,8161.0,293.0,346.0,84.7,595.0,666.0,89.3,192.0,294.0,65.3,0.0,0.2,-0.2,6.0,107.0,6.0,1.0,87.0,1292.0,45.0,23.0,1.0,174.0,40.0,2.0,0.0,0.0,0.0,0.0,930.0,130.0,277.0,301.0,871.0,94.0,22.0,1.0,1088.0,2.0,27.0,18.0,24.0,18.0,0.82,17.0,0.0,0.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,15.0,6.0,2.0,13.0,24.0,54.2,11.0,149.0,60.0,40.3,64.0,65.0,20.0,31.0,14.0,1.0,17.0,26.0,49.0,87.0,0.0,1535.0,161.0,788.0,745.0,170.0,27.0,1492.0,7.0,10.0,70.0,9.0,0.0,981.0,7320.0,4839.0,1083.0,1058.0,97.7,12.0,13.0,22.0,1964.0,89.0,87.3,21.8,22.0,89.0,0.0,0.0,1.0,1.14,25.0,27.0,-2.0,-0.09,1.17,29.6,23.6,6.1,0.28,-0.75,3.0,0.0,0.0,17.0,12.0,1.0,2.0,26.0,14.0,0.0,0.0,0.0,255.0,74.0,39.0,65.5,c40b6180
77,79,67,Joël Veltman,Veltman,3,brighton,BHA,DEF,3.2,4.6,,2021-02-01T16:30:27.085591Z,a,60,1.1,14.0,0.9,116,75,218,45,17,57,110,26,1,115690,77001,100.0,100.0,0,0,-2,2,5.1,4.6,43,26920,8115,1,0,5,20,0,0,0,9,292,,,,,,,dad4b285,7.0,Joël Veltman,https://fbref.com/en/players/dad4b285/Joel-Veltman,"['nl', 'NED']",DF,29 years and 042 days,16.3,1.0,8.0,3.0,37.5,0.49,0.13,0.33,0.0,0.0,0.0,0.7,0.7,0.08,0.3,0.3,744.0,967.0,76.9,14756.0,5831.0,282.0,326.0,86.5,351.0,441.0,79.6,106.0,180.0,58.9,0.0,0.9,-0.9,15.0,57.0,30.0,13.0,81.0,819.0,148.0,12.0,2.0,94.0,17.0,45.0,1.0,0.0,0.0,0.0,529.0,184.0,254.0,168.0,583.0,58.0,134.0,0.0,744.0,3.0,26.0,23.0,25.0,32.0,1.96,24.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,24.0,27.0,14.0,5.0,20.0,40.0,50.0,20.0,195.0,54.0,27.7,92.0,74.0,29.0,30.0,4.0,0.0,26.0,22.0,68.0,55.0,0.0,1144.0,70.0,375.0,500.0,337.0,25.0,1003.0,13.0,20.0,65.0,15.0,1.0,640.0,3315.0,1737.0,713.0,661.0,92.7,6.0,9.0,19.0,1471.0,77.0,65.4,16.3,16.0,86.0,3.0,34.0,5.0,0.95,13.0,20.0,-7.0,-0.43,-0.54,21.6,17.2,4.5,0.27,-0.29,3.0,0.0,0.0,23.0,23.0,0.0,45.0,22.0,24.0,0.0,0.0,0.0,181.0,34.0,23.0,59.6,dad4b285
78,80,68,Neal Maupay,Maupay,3,brighton,BHA,FWD,3.5,1.8,,2020-11-28T15:00:19.358197Z,a,80,0.3,13.1,2.9,135,82,13,13,7,8,29,8,1,920469,889141,100.0,100.0,0,0,-4,4,2.3,1.8,61,15161,28734,7,1,7,26,0,1,0,10,254,,,,,2.0,,4bcf39f6,4.0,Neal Maupay,https://fbref.com/en/players/4bcf39f6/Neal-Maupay,"['fr', 'FRA']","FW,MF",24 years and 196 days,18.9,7.0,49.0,16.0,32.7,2.59,0.08,0.25,0.0,3.0,4.0,10.0,7.0,0.14,-3.0,-3.0,342.0,430.0,79.5,5174.0,917.0,180.0,211.0,85.3,121.0,141.0,85.8,20.0,34.0,58.8,1.0,2.2,-1.2,20.0,25.0,16.0,1.0,29.0,393.0,37.0,4.0,1.0,108.0,8.0,5.0,0.0,0.0,0.0,0.0,332.0,52.0,46.0,79.0,304.0,15.0,5.0,13.0,342.0,1.0,6.0,17.0,17.0,55.0,2.91,36.0,0.0,8.0,3.0,6.0,4.0,0.21,3.0,0.0,0.0,0.0,1.0,0.0,13.0,10.0,2.0,7.0,4.0,0.0,8.0,0.0,8.0,283.0,91.0,32.2,40.0,108.0,135.0,15.0,2.0,0.0,13.0,8.0,21.0,4.0,0.0,646.0,8.0,57.0,277.0,354.0,120.0,609.0,15.0,25.0,60.0,16.0,1.0,439.0,2351.0,1078.0,885.0,467.0,52.8,41.0,48.0,23.0,1702.0,74.0,75.6,18.9,20.0,81.0,3.0,25.0,1.0,1.09,22.0,26.0,-4.0,-0.21,0.12,27.4,18.6,8.8,0.47,0.39,1.0,0.0,0.0,20.0,28.0,8.0,5.0,8.0,10.0,1.0,1.0,0.0,85.0,18.0,50.0,26.5,4bcf39f6
