,Unnamed: 0_fpl,player_id,name_fpl,display_slug,team_id,team,team_slug,position_fpl,points_per_game,form,news,news_added_at,status,total_points,value_form,value_season,selected_by_percent,influence_rank_overall,creativity_rank_overall,threat_rank_overall,influence_rank_by_position,creativity_rank_by_position,threat_rank_by_position:,ict_index,ict_index_by_position,dreamteam_count,transfers_in,transfers_out,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,ep_next,ep_this,now_cost,transfers_in_event,transfers_out_event,goals_scored,assists_fpl,clean_sheets,goals_conceded,penalties_saved,penalties_missed,saves,bonus,bps,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,fbref_id_fpl,Unnamed: 0_fbref,name_fbref,profile_url,nationality,position_fbref,age,minutes_90s_x,goals,shots_total,shots_on_target,shots_on_target_pct,shots_total_per90,goals_per_shot,goals_per_shot_on_target,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,passes_completed_x,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists_fbref,xa,xa_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_pressure,passes_switches,crosses_x,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_ground,passes_low,passes_high,passes_left_foot,passes_right_foot,passes_head,throw_ins,passes_other_body,passes_completed_y,passes_offsides,passes_oob,passes_intercepted,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_dribbles,sca_shots,sca_fouled,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_dribbles,gca_shots,gca_fouled,gca_og_for,tackles,tackles_won_x,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,dribble_tackles,dribbles_vs,dribble_tackles_pct,dribbled_past,pressures,pressure_regains,pressure_regain_pct,pressures_def_3rd,pressures_mid_3rd,pressures_att_3rd,blocks,blocked_shots,blocked_shots_saves,blocked_passes,interceptions_x,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,dribbles_completed_pct,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,passes_received_pct,miscontrols,dispossessed,games,minutes,minutes_per_game,minutes_pct,minutes_90s_y,games_starts,minutes_per_start,games_subs,minutes_per_sub,unused_subs,points_per_match,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses_y,interceptions_y,tackles_won_y,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,fbref_id_fbref
485,501,363,Alex McCarthy,McCarthy,16,southampton,SOU,GKP,3.4,1.3,,2021-01-03T19:30:22.183417Z,a,81,0.3,18.0,15.4,25,569,554,10,54,49,188,10,1,1317297,1706207,100.0,100.0,0,0,0,0,0.8,2.1,45,18910,89351,0,0,7,43,0,0,68,7,426,,,,,,,36c2ca73,2.0,Alex McCarthy,https://fbref.com/en/players/36c2ca73/Alex-McCarthy,"['eng', 'ENG']",GK,31 years and 085 days,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,855.0,63.3,14462.0,9086.0,143.0,144.0,99.3,232.0,235.0,98.7,163.0,472.0,34.5,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,648.0,207.0,80.0,0.0,111.0,20.0,0.0,0.0,0.0,0.0,0.0,394.0,30.0,431.0,130.0,584.0,3.0,0.0,99.0,541.0,6.0,25.0,5.0,1.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,33.3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,911.0,703.0,904.0,8.0,0.0,0.0,704.0,2.0,2.0,100.0,2.0,0.0,461.0,1708.0,915.0,480.0,479.0,99.8,0.0,0.0,24.0,2160.0,90.0,96.0,24.0,24.0,90.0,0.0,0.0,0.0,1.13,30.0,43.0,-13.0,-0.54,-1.54,23.4,31.5,-8.1,-0.34,0.15,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,36c2ca73
486,502,364,Oriol Romeu Vidal,Oriol Romeu,16,southampton,SOU,MID,2.5,1.5,Ankle injury - Unknown return date,2021-02-23T22:30:18.202594Z,i,51,0.3,11.3,1.8,121,107,225,45,73,118,132,69,0,496707,677268,0.0,100.0,0,0,0,0,0.0,2.5,45,769,7486,1,1,6,24,0,0,0,4,259,,,,,,,4b511457,5.0,Oriol Romeu,https://fbref.com/en/players/4b511457/Oriol-Romeu,"['es', 'ESP']",MF,29 years and 155 days,19.2,1.0,14.0,4.0,28.6,0.73,0.07,0.25,0.0,0.0,0.0,0.4,0.4,0.03,0.6,0.6,1019.0,1233.0,82.6,17182.0,3489.0,492.0,563.0,87.4,434.0,494.0,87.9,75.0,137.0,54.7,1.0,1.1,-0.1,14.0,59.0,14.0,1.0,81.0,1220.0,13.0,11.0,3.0,245.0,16.0,4.0,1.0,0.0,1.0,0.0,911.0,106.0,216.0,236.0,890.0,64.0,1.0,8.0,1019.0,1.0,20.0,17.0,21.0,34.0,1.77,29.0,0.0,0.0,0.0,2.0,4.0,0.21,4.0,0.0,0.0,0.0,0.0,0.0,68.0,35.0,27.0,37.0,4.0,22.0,64.0,34.4,42.0,340.0,104.0,30.6,126.0,190.0,24.0,32.0,6.0,0.0,26.0,25.0,93.0,19.0,0.0,1435.0,51.0,332.0,955.0,238.0,10.0,1424.0,11.0,13.0,84.6,11.0,1.0,868.0,4378.0,2264.0,1031.0,974.0,94.5,9.0,21.0,20.0,1732.0,87.0,77.0,19.2,20.0,87.0,0.0,0.0,0.0,1.3,27.0,24.0,3.0,0.16,2.76,19.4,20.6,-1.2,-0.06,1.21,6.0,0.0,0.0,30.0,22.0,0.0,4.0,25.0,35.0,0.0,0.0,0.0,278.0,36.0,27.0,57.1,4b511457
487,503,365,Nathan Redmond,Redmond,16,southampton,SOU,MID,2.0,2.2,,2020-12-23T15:30:21.173975Z,a,32,0.3,5.0,0.2,288,163,115,125,102,65,206,102,0,25471,73651,100.0,100.0,0,0,-1,1,1.7,3.9,64,490,1049,1,1,1,17,0,0,0,0,118,,,3.0,,,,ab651565,13.0,Nathan Redmond,https://fbref.com/en/players/ab651565/Nathan-Redmond,"['eng', 'ENG']","MF,FW",26 years and 357 days,9.6,1.0,19.0,5.0,26.3,1.98,0.05,0.2,0.0,0.0,0.0,1.7,1.7,0.09,-0.7,-0.7,292.0,386.0,75.6,4855.0,1134.0,147.0,179.0,82.1,112.0,144.0,77.8,25.0,40.0,62.5,1.0,1.3,-0.3,9.0,20.0,19.0,2.0,40.0,375.0,11.0,0.0,1.0,76.0,4.0,18.0,1.0,0.0,0.0,0.0,273.0,57.0,56.0,25.0,336.0,12.0,3.0,5.0,292.0,1.0,6.0,16.0,11.0,22.0,2.29,18.0,0.0,2.0,1.0,1.0,3.0,0.31,3.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,9.0,7.0,2.0,6.0,13.0,46.2,7.0,183.0,52.0,28.4,39.0,76.0,68.0,13.0,0.0,0.0,13.0,5.0,23.0,4.0,0.0,507.0,2.0,46.0,238.0,264.0,39.0,496.0,23.0,44.0,52.3,24.0,2.0,363.0,2041.0,960.0,527.0,380.0,72.1,14.0,15.0,16.0,863.0,54.0,38.4,9.6,8.0,84.0,8.0,24.0,1.0,1.13,12.0,17.0,-5.0,-0.52,-0.07,11.3,11.0,0.3,0.03,0.6,0.0,0.0,0.0,15.0,11.0,2.0,18.0,5.0,11.0,0.0,0.0,0.0,66.0,6.0,18.0,25.0,ab651565
488,504,366,Danny Ings,Ings,16,southampton,SOU,FWD,4.6,2.8,,2021-01-14T16:00:22.167416Z,a,92,0.3,10.8,11.3,53,101,29,8,11,13,36,11,1,2374067,3177431,100.0,100.0,0,0,0,0,2.3,5.1,85,15773,468987,8,3,6,29,0,0,0,15,329,,,,,1.0,,07802f7f,8.0,Danny Ings,https://fbref.com/en/players/07802f7f/Danny-Ings,"['eng', 'ENG']",FW,28 years and 218 days,17.6,8.0,38.0,18.0,47.4,2.16,0.16,0.33,0.0,2.0,2.0,6.2,4.6,0.12,1.8,1.4,236.0,372.0,63.4,3571.0,963.0,138.0,184.0,75.0,68.0,107.0,63.6,21.0,45.0,46.7,3.0,2.0,1.0,17.0,17.0,15.0,5.0,31.0,366.0,6.0,0.0,1.0,91.0,8.0,16.0,0.0,0.0,0.0,0.0,225.0,72.0,75.0,41.0,298.0,18.0,1.0,5.0,236.0,3.0,10.0,16.0,20.0,39.0,2.22,30.0,0.0,5.0,3.0,1.0,5.0,0.28,3.0,0.0,1.0,1.0,0.0,0.0,18.0,9.0,6.0,10.0,2.0,6.0,19.0,31.6,13.0,277.0,73.0,26.4,40.0,112.0,125.0,37.0,2.0,0.0,35.0,5.0,23.0,15.0,1.0,580.0,20.0,65.0,264.0,281.0,80.0,572.0,26.0,46.0,56.5,28.0,4.0,380.0,1553.0,778.0,734.0,406.0,55.3,34.0,21.0,20.0,1584.0,79.0,70.4,17.6,18.0,84.0,2.0,39.0,0.0,1.25,25.0,29.0,-4.0,-0.23,0.85,18.5,19.1,-0.5,-0.03,1.06,1.0,0.0,0.0,15.0,13.0,17.0,16.0,5.0,9.0,0.0,1.0,0.0,75.0,13.0,41.0,24.1,07802f7f
489,505,367,Jack Stephens,Stephens,16,southampton,SOU,DEF,2.8,0.0,,,a,33,0.0,7.2,0.3,183,285,310,72,83,103,267,87,1,30615,48940,,,0,0,-4,4,-0.5,-0.5,46,134,1825,0,0,4,27,0,0,0,6,215,,,,,,,6adbc307,12.0,Jack Stephens,https://fbref.com/en/players/6adbc307/Jack-Stephens,"['eng', 'ENG']",DF,27 years and 030 days,11.4,0.0,3.0,1.0,33.3,0.26,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.09,-0.3,-0.3,574.0,705.0,81.4,12084.0,4186.0,165.0,194.0,85.1,317.0,353.0,89.8,85.0,141.0,60.3,0.0,0.4,-0.4,6.0,42.0,8.0,0.0,37.0,672.0,33.0,14.0,1.0,83.0,12.0,0.0,0.0,0.0,0.0,0.0,498.0,47.0,160.0,61.0,574.0,41.0,19.0,0.0,574.0,1.0,11.0,9.0,8.0,10.0,0.88,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,15.0,9.0,1.0,11.0,25.0,44.0,14.0,95.0,31.0,32.6,54.0,36.0,5.0,25.0,9.0,0.0,16.0,13.0,38.0,64.0,0.0,841.0,88.0,402.0,454.0,35.0,6.0,809.0,1.0,1.0,100.0,1.0,0.0,492.0,2600.0,1419.0,551.0,539.0,97.8,2.0,3.0,12.0,1025.0,85.0,45.6,11.4,11.0,89.0,1.0,45.0,13.0,0.92,9.0,27.0,-18.0,-1.58,-2.02,10.0,17.3,-7.3,-0.64,-0.56,2.0,0.0,0.0,5.0,6.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,138.0,20.0,10.0,66.7,6adbc307
490,506,368,Stuart Armstrong,Armstrong,16,southampton,SOU,MID,3.6,1.8,,2021-02-04T17:00:26.143680Z,a,73,0.3,13.3,0.3,134,65,106,49,46,60,84,49,1,108697,115441,100.0,100.0,0,0,0,0,1.3,3.1,55,804,5561,3,3,7,31,0,0,0,4,263,,,,,,,97333cf5,7.0,Stuart Armstrong,https://fbref.com/en/players/97333cf5/Stuart-Armstrong,"['sco', 'SCO']",MF,28 years and 333 days,18.2,3.0,27.0,5.0,18.5,1.48,0.11,0.6,0.0,0.0,0.0,1.6,1.6,0.06,1.4,1.4,551.0,704.0,78.3,8539.0,2576.0,311.0,367.0,84.7,192.0,227.0,84.6,37.0,57.0,64.9,3.0,1.6,1.4,21.0,49.0,19.0,5.0,59.0,661.0,43.0,2.0,4.0,142.0,5.0,16.0,0.0,0.0,0.0,0.0,536.0,106.0,62.0,136.0,528.0,23.0,11.0,2.0,551.0,1.0,4.0,22.0,44.0,43.0,2.36,30.0,1.0,5.0,1.0,3.0,9.0,0.49,5.0,0.0,2.0,0.0,1.0,0.0,43.0,29.0,16.0,20.0,7.0,14.0,46.0,30.4,32.0,295.0,90.0,30.5,91.0,132.0,72.0,23.0,1.0,0.0,22.0,18.0,61.0,10.0,1.0,948.0,23.0,147.0,552.0,343.0,43.0,905.0,36.0,61.0,59.0,36.0,0.0,636.0,3747.0,2202.0,808.0,650.0,80.4,39.0,39.0,20.0,1642.0,82.0,73.0,18.2,19.0,86.0,1.0,13.0,1.0,1.4,24.0,31.0,-7.0,-0.38,0.36,16.0,24.4,-8.4,-0.46,-0.44,1.0,0.0,0.0,24.0,18.0,3.0,16.0,18.0,29.0,0.0,0.0,0.0,143.0,5.0,11.0,31.3,97333cf5
491,507,369,Jannik Vestergaard,Vestergaard,16,southampton,SOU,DEF,4.0,0.8,,2021-02-04T17:00:26.158079Z,a,68,0.2,14.5,3.1,64,274,109,20,75,10,121,29,1,1467635,1356178,100.0,100.0,0,0,2,-2,0.3,1.1,47,10146,19936,3,0,5,22,0,0,0,4,324,,,,,,,1900032e,9.0,Jannik Vestergaard,https://fbref.com/en/players/1900032e/Jannik-Vestergaard,"['dk', 'DEN']",DF,28 years and 207 days,16.5,3.0,15.0,6.0,40.0,0.91,0.2,0.5,0.0,0.0,0.0,1.2,1.2,0.08,1.8,1.8,866.0,1036.0,83.6,17811.0,6355.0,301.0,327.0,92.0,440.0,509.0,86.4,120.0,184.0,65.2,0.0,0.4,-0.4,4.0,64.0,6.0,0.0,42.0,1011.0,25.0,23.0,2.0,140.0,28.0,2.0,0.0,0.0,0.0,0.0,730.0,82.0,224.0,207.0,710.0,74.0,2.0,7.0,866.0,2.0,14.0,14.0,14.0,12.0,0.73,11.0,0.0,0.0,1.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,30.0,22.0,18.0,9.0,3.0,14.0,29.0,48.3,15.0,115.0,51.0,44.3,76.0,33.0,6.0,23.0,12.0,0.0,11.0,18.0,48.0,81.0,0.0,1207.0,132.0,598.0,610.0,75.0,32.0,1183.0,9.0,13.0,69.2,9.0,0.0,715.0,4041.0,2270.0,830.0,812.0,97.8,5.0,4.0,17.0,1485.0,87.0,66.0,16.5,16.0,90.0,1.0,45.0,1.0,1.47,27.0,22.0,5.0,0.3,2.3,16.9,18.6,-1.7,-0.1,0.71,1.0,0.0,0.0,15.0,6.0,0.0,2.0,18.0,22.0,0.0,0.0,0.0,209.0,71.0,22.0,76.3,1900032e
492,508,370,James Ward-Prowse,Ward-Prowse,16,southampton,SOU,MID,4.2,3.0,,2020-11-10T18:00:23.245513Z,a,104,0.5,17.3,7.5,14,9,148,6,7,83,27,19,3,2183780,1966721,100.0,100.0,0,0,0,0,2.5,5.5,60,11728,109957,5,5,8,43,0,0,0,10,505,1.0,,1.0,,2.0,,3515d404,0.0,James Ward-Prowse,https://fbref.com/en/players/3515d404/James-Ward-Prowse,"['eng', 'ENG']",MF,26 years and 117 days,25.0,5.0,24.0,13.0,54.2,0.96,0.21,0.38,13.0,0.0,0.0,1.4,1.4,0.06,3.6,3.6,1434.0,1756.0,81.7,25409.0,6524.0,639.0,708.0,90.3,613.0,671.0,91.4,151.0,325.0,46.5,5.0,2.7,2.3,38.0,106.0,16.0,0.0,105.0,1552.0,204.0,84.0,4.0,189.0,52.0,30.0,96.0,43.0,45.0,7.0,1187.0,173.0,396.0,167.0,1459.0,94.0,9.0,3.0,1434.0,4.0,17.0,20.0,29.0,56.0,2.24,26.0,27.0,0.0,1.0,2.0,7.0,0.28,2.0,5.0,0.0,0.0,0.0,0.0,54.0,38.0,25.0,25.0,4.0,17.0,45.0,37.8,28.0,352.0,117.0,33.2,117.0,188.0,47.0,45.0,3.0,0.0,42.0,32.0,86.0,48.0,0.0,1992.0,66.0,429.0,1219.0,440.0,12.0,1778.0,9.0,15.0,60.0,10.0,0.0,1019.0,4510.0,2282.0,1344.0,1233.0,91.7,10.0,11.0,25.0,2250.0,90.0,100.0,25.0,25.0,90.0,0.0,0.0,0.0,1.2,31.0,43.0,-12.0,-0.48,,24.1,32.6,-8.6,-0.34,,4.0,0.0,0.0,33.0,16.0,0.0,30.0,32.0,38.0,0.0,1.0,0.0,329.0,33.0,43.0,43.4,3515d404
493,509,371,Angus Gunn,Gunn,16,southampton,SOU,GKP,0.0,0.0,Joined Stoke City on loan until the end of the season on 16/10. - Expected back 01 Jul,2020-10-16T22:00:21.540087Z,u,0,0.0,0.0,0.1,545,530,512,66,44,39,553,66,0,2885,18583,0.0,0.0,0,0,-2,2,0.0,0.0,43,0,83,0,0,0,0,0,0,0,0,0,,,,,,,e082af5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,510,372,Sofiane Boufal,Boufal,16,southampton,SOU,MID,0.0,0.0,Joined Angers on a permanent deal on 5/10,2020-10-05T21:00:12.104758Z,u,0,0.0,0.0,0.0,662,661,660,270,270,270,665,270,0,634,4763,0.0,0.0,0,0,-1,1,0.0,0.0,54,0,4,0,0,0,0,0,0,0,0,0,,,,,,,b0c71810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,511,374,Josh Sims,Sims,16,southampton,SOU,MID,0.0,0.0,Joined Doncaster Rovers on loan until January on 16/10,2020-10-16T11:00:15.652806Z,u,0,0.0,0.0,0.1,549,534,516,205,206,202,557,207,0,10836,20235,0.0,0.0,0,0,-2,2,0.0,0.0,43,0,97,0,0,0,0,0,0,0,0,0,,,,,,,6d6f09dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,512,375,Kyle Walker-Peters,Walker-Peters,16,southampton,SOU,DEF,3.7,0.2,Hamstring injury - Unknown return date,2021-02-14T14:30:25.184786Z,i,71,0.0,15.1,4.5,126,172,172,51,41,39,146,38,1,1125775,1627576,0.0,0.0,0,0,2,-2,0.0,0.0,47,128,52615,0,2,8,23,0,0,0,6,360,,,,,,,984a5a64,6.0,Kyle Walker-Peters,https://fbref.com/en/players/984a5a64/Kyle-Walker-Peters,"['eng', 'ENG']",DF,23 years and 319 days,18.8,0.0,8.0,3.0,37.5,0.43,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2,883.0,1099.0,80.3,14697.0,4712.0,444.0,485.0,91.5,337.0,410.0,82.2,82.0,144.0,56.9,1.0,0.4,0.6,10.0,37.0,8.0,0.0,55.0,883.0,216.0,21.0,1.0,162.0,8.0,9.0,0.0,0.0,0.0,0.0,666.0,193.0,240.0,101.0,745.0,52.0,195.0,0.0,883.0,3.0,13.0,11.0,37.0,25.0,1.33,21.0,0.0,0.0,1.0,2.0,6.0,0.32,3.0,0.0,0.0,0.0,2.0,0.0,57.0,33.0,38.0,17.0,2.0,16.0,36.0,44.4,20.0,255.0,85.0,33.3,130.0,99.0,26.0,48.0,12.0,0.0,36.0,25.0,82.0,38.0,1.0,1335.0,69.0,412.0,733.0,305.0,33.0,1122.0,34.0,49.0,69.4,35.0,0.0,821.0,4781.0,2669.0,840.0,761.0,90.6,12.0,31.0,19.0,1690.0,89.0,75.1,18.8,19.0,89.0,0.0,0.0,0.0,1.53,27.0,22.0,5.0,0.27,3.0,17.8,22.8,-5.0,-0.27,0.31,4.0,0.0,0.0,17.0,27.0,3.0,9.0,25.0,33.0,1.0,0.0,0.0,180.0,9.0,25.0,26.5,984a5a64
497,513,376,Jan Bednarek,Bednarek,16,southampton,SOU,DEF,3.2,-0.3,,2021-02-02T23:00:28.765324Z,a,79,-0.1,16.1,6.9,52,276,174,12,76,41,136,33,2,1369267,1071350,100.0,100.0,0,0,4,-4,-0.8,-1.1,49,4041,69641,1,1,8,40,0,0,0,11,438,,,,,,,4115ce4e,1.0,Jan Bednarek,https://fbref.com/en/players/4115ce4e/Jan-Bednarek,"['pl', 'POL']",DF,24 years and 320 days,23.9,1.0,9.0,4.0,44.4,0.38,0.11,0.25,0.0,0.0,0.0,0.9,0.9,0.1,0.1,0.1,1254.0,1479.0,84.8,24221.0,8276.0,455.0,489.0,93.0,651.0,716.0,90.9,136.0,252.0,54.0,1.0,0.3,0.7,4.0,67.0,4.0,0.0,68.0,1412.0,67.0,33.0,1.0,171.0,22.0,0.0,0.0,0.0,0.0,0.0,1046.0,124.0,309.0,242.0,1064.0,98.0,34.0,7.0,1254.0,2.0,26.0,15.0,8.0,10.0,0.42,8.0,1.0,0.0,1.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,17.0,7.0,1.0,11.0,30.0,36.7,19.0,176.0,59.0,33.5,110.0,61.0,5.0,40.0,17.0,1.0,23.0,43.0,68.0,122.0,1.0,1719.0,199.0,942.0,841.0,39.0,12.0,1654.0,2.0,3.0,66.7,2.0,0.0,995.0,5407.0,2895.0,1097.0,1081.0,98.5,1.0,1.0,25.0,2155.0,86.0,95.8,23.9,25.0,86.0,0.0,0.0,0.0,1.2,30.0,37.0,-7.0,-0.29,4.44,23.3,30.0,-6.7,-0.28,1.46,3.0,1.0,0.0,16.0,10.0,0.0,0.0,43.0,12.0,0.0,0.0,1.0,320.0,64.0,28.0,69.6,4115ce4e
498,514,377,Che Adams,Adams,16,southampton,SOU,FWD,3.6,2.0,,2021-01-04T23:00:21.180254Z,a,86,0.3,14.8,4.5,130,58,26,12,5,12,35,10,1,1403414,1403401,100.0,100.0,0,0,-2,2,1.5,3.5,58,18971,86431,4,6,6,37,0,0,0,9,264,,,,,,,f2bf1b0f,4.0,Che Adams,https://fbref.com/en/players/f2bf1b0f/Che-Adams,"['eng', 'ENG']",FW,24 years and 228 days,20.3,4.0,40.0,18.0,45.0,1.97,0.1,0.22,0.0,0.0,0.0,5.3,5.3,0.13,-1.3,-1.3,311.0,444.0,70.0,5070.0,1121.0,159.0,210.0,75.7,99.0,128.0,77.3,35.0,48.0,72.9,4.0,4.3,-0.3,23.0,21.0,13.0,0.0,40.0,436.0,8.0,1.0,6.0,115.0,8.0,5.0,0.0,0.0,0.0,0.0,283.0,85.0,76.0,30.0,356.0,23.0,0.0,17.0,311.0,4.0,8.0,18.0,25.0,42.0,2.06,30.0,0.0,1.0,4.0,7.0,6.0,0.29,5.0,0.0,0.0,0.0,1.0,0.0,22.0,12.0,4.0,11.0,7.0,3.0,15.0,20.0,12.0,264.0,93.0,35.2,34.0,92.0,138.0,16.0,2.0,0.0,14.0,5.0,27.0,12.0,0.0,682.0,14.0,61.0,305.0,349.0,74.0,675.0,17.0,32.0,53.1,20.0,0.0,443.0,1700.0,728.0,1060.0,531.0,50.1,58.0,37.0,24.0,1831.0,76.0,81.4,20.3,21.0,85.0,3.0,18.0,0.0,1.13,26.0,37.0,-11.0,-0.54,-0.33,20.1,25.8,-5.7,-0.28,0.34,1.0,0.0,0.0,19.0,36.0,14.0,5.0,5.0,12.0,0.0,0.0,0.0,78.0,26.0,93.0,21.8,f2bf1b0f
499,515,378,Yan Valery,Valery,16,southampton,SOU,DEF,1.0,0.0,Joined Birmingham City on loan until the end of the season on 1/2,2021-02-02T00:00:26.312723Z,u,3,0.0,0.6,0.1,411,356,381,162,128,142,412,152,0,2274,7519,0.0,0.0,0,0,-3,3,0.0,0.0,47,0,77,0,0,0,4,0,0,0,0,12,,,,,,,531a4aa8,20.0,Yan Valery,https://fbref.com/en/players/531a4aa8/Yan-Valery,"['fr', 'FRA']","DF,MF",22 years and 004 days,1.1,0.0,2.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.15,-0.3,-0.3,53.0,64.0,82.8,883.0,269.0,25.0,27.0,92.6,26.0,28.0,92.9,2.0,6.0,33.3,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,47.0,17.0,1.0,0.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,41.0,14.0,9.0,1.0,45.0,2.0,15.0,0.0,53.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,4.0,32.0,9.0,28.1,13.0,11.0,8.0,5.0,0.0,0.0,5.0,3.0,6.0,5.0,0.0,94.0,4.0,35.0,35.0,28.0,2.0,78.0,1.0,4.0,25.0,1.0,0.0,50.0,287.0,161.0,58.0,47.0,81.0,3.0,6.0,3.0,103.0,34.0,4.6,1.1,1.0,90.0,2.0,7.0,6.0,1.0,1.0,4.0,-3.0,-2.62,-2.24,1.4,2.6,-1.2,-1.03,-0.72,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,13.0,1.0,3.0,25.0,531a4aa8
