,player_id,name,display_slug,team_id,team,team_slug,position,points_per_game,form,news,news_added_at,status,total_points,value_form,value_season,selected_by_percent,influence_rank_overall,creativity_rank_overall,threat_rank_overall,influence_rank_by_position,creativity_rank_by_position,threat_rank_by_position:,ict_index,ict_index_by_position,dreamteam_count,transfers_in,transfers_out,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,ep_next,ep_this,now_cost,transfers_in_event,transfers_out_event,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,saves,bonus,bps,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
611,504,Fabio Silva,Fabio Silva,20,wolves,WOL,FWD,1.8,2.5,,,a,21,0.5,4.0,1.2,339,205,68,39,32,29,202,35,0,102417,124852,,,0,0,-3,3,2.5,2.5,52,18952,9045,1,0,0,13,0,0,0,1,50,,,,,3.0,
612,505,Fernando Marçal,Marçal,20,wolves,WOL,DEF,1.6,0.8,Groin Injury - 25% chance of playing,2021-01-01T13:00:19.904045Z,d,16,0.2,3.3,0.1,270,264,346,103,73,128,316,105,0,27487,41270,25.0,50.0,0,0,-2,2,0.2,0.4,48,27,837,0,0,1,9,0,0,0,0,97,,,,,,
613,515,Vitor Ferreira,Vitinha,20,wolves,WOL,MID,1.4,1.5,,,a,13,0.3,2.7,0.0,366,258,305,158,149,157,345,154,0,1849,3624,,,0,0,-2,2,1.5,1.5,48,330,185,0,1,0,3,0,0,0,0,51,,,,,,
614,545,Ki-Jana Hoever,Hoever,20,wolves,WOL,DEF,1.3,0.3,,,a,4,0.1,0.9,0.0,371,285,358,144,85,134,367,134,0,4159,3359,,,0,0,-1,1,0.3,0.3,44,314,230,0,0,0,2,0,0,0,0,19,,,,,,
615,546,Nélson Cabral Semedo,Semedo,20,wolves,WOL,DEF,2.5,1.3,,,a,35,0.2,6.5,2.2,97,83,184,36,20,41,108,24,0,386801,278490,,,0,0,-1,1,1.3,1.3,54,6183,10539,0,1,3,19,0,0,0,2,209,,,,,,
616,553,Meritan Shabani,Shabani,20,wolves,WOL,MID,0.0,0.0,,,a,0,0.0,0.0,0.0,555,544,532,212,213,210,559,212,0,3633,3044,,,0,0,0,0,0.0,0.0,45,99,134,0,0,0,0,0,0,0,0,0,,,,,,
617,563,Rayan Ait Nouri,Ait Nouri,20,wolves,WOL,DEF,3.0,0.7,,2020-11-12T11:30:20.959491Z,a,24,0.1,4.8,0.2,258,198,161,98,45,31,238,75,1,42678,35240,100.0,100.0,0,0,0,0,0.7,0.7,50,1061,1160,1,0,1,9,0,0,0,3,98,,,,,,
618,581,Owen Otasowie,Otasowie,20,wolves,WOL,MID,1.5,1.0,,,a,6,0.2,1.3,0.0,356,306,343,157,165,163,369,166,0,2983,1903,,,0,0,0,0,1.0,1.0,45,262,261,0,1,0,3,0,0,0,0,26,,,,,,
619,610,Theo Corbeanu,Corbeanu,20,wolves,WOL,MID,0.0,0.0,,,a,0,0.0,0.0,0.0,561,550,538,217,218,215,565,217,0,146,82,,,0,0,0,0,0.0,0.0,45,36,25,0,0,0,0,0,0,0,0,0,,,,,,
620,611,Taylor Perry,Perry,20,wolves,WOL,MID,0.0,0.0,,,a,0,0.0,0.0,0.0,556,545,533,213,214,211,560,213,0,372,190,,,0,0,0,0,0.0,0.0,45,73,63,0,0,0,0,0,0,0,0,0,,,,,,
621,614,Luke Cundle,Cundle,20,wolves,WOL,MID,0.0,0.0,,,a,0,0.0,0.0,0.0,559,548,536,216,217,214,563,216,0,343,116,,,0,0,0,0,0.0,0.0,45,145,57,0,0,0,0,0,0,0,0,0,,,,,,
622,615,Lewis Richards,Richards,20,wolves,WOL,DEF,0.0,0.0,,,a,0,0.0,0.0,0.0,486,467,443,187,188,174,491,188,0,739,186,,,0,0,0,0,0.0,0.0,40,491,141,0,0,0,0,0,0,0,0,0,,,,,,
623,616,Christian Marques,Marques,20,wolves,WOL,DEF,0.0,0.0,,,a,0,0.0,0.0,0.0,491,472,448,190,191,177,496,191,0,819,222,,,0,0,0,0,0.0,0.0,40,561,188,0,0,0,0,0,0,0,0,0,,,,,,
624,617,Andreas Söndergaard,Söndergaard,20,wolves,WOL,GKP,0.0,0.0,,,a,0,0.0,0.0,0.2,488,469,445,51,26,22,493,51,0,4575,661,,,0,0,0,0,1.0,1.0,40,4575,661,0,0,0,0,0,0,0,0,0,,,,,,
