,player_id,name,display_slug,team_id,team,team_slug,position,points_per_game,form,news,news_added_at,status,total_points,value_form,value_season,selected_by_percent,influence_rank_overall,creativity_rank_overall,threat_rank_overall,influence_rank_by_position,creativity_rank_by_position,threat_rank_by_position:,ict_index,ict_index_by_position,dreamteam_count,transfers_in,transfers_out,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,ep_next,ep_this,now_cost,transfers_in_event,transfers_out_event,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,saves,bonus,bps,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
0,1,Mesut Özil,Özil,1,arsenal,ARS,MID,0.0,0.0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.118477Z,n,0,0.0,0.0,0.5,625,625,625,248,248,248,625,248,0,3426,53247,0.0,0.0,0,0,-2,2,0.0,0.0,68,11,233,0,0,0,0,0,0,0,0,0,,,,,,
1,2,Sokratis Papastathopoulos,Sokratis,1,arsenal,ARS,DEF,0.0,0.0,Not included in Arsenal's 25-man Premier League squad. - Unknown return date,2020-10-21T10:30:18.546407Z,n,0,0.0,0.0,0.1,584,574,566,215,215,212,586,215,0,10261,18892,0.0,0.0,0,0,-2,2,0.0,0.0,48,3,40,0,0,0,0,0,0,0,0,0,,,,,,
2,3,David Luiz Moreira Marinho,David Luiz,1,arsenal,ARS,DEF,1.1,0.3,,2020-12-26T18:00:15.638627Z,a,9,0.1,1.7,0.7,263,299,268,100,94,83,302,99,0,40044,90966,100.0,75.0,0,0,-1,1,0.8,1.0,54,930,1095,0,0,0,9,0,0,0,0,70,,,4.0,,,
3,4,Pierre-Emerick Aubameyang,Aubameyang,1,arsenal,ARS,MID,3.5,2.7,,2020-12-19T20:30:20.434896Z,a,53,0.2,4.7,7.2,148,62,25,56,42,14,39,25,1,513707,3167057,100.0,100.0,-1,1,-7,7,3.2,3.7,113,5222,17434,3,1,5,16,0,0,0,4,154,,,,,1.0,
4,5,Cédric Soares,Cédric,1,arsenal,ARS,DEF,1.0,0.2,,2020-09-23T09:00:14.881983Z,a,1,0.0,0.2,0.2,571,559,547,211,212,207,574,212,0,4098,34941,100.0,100.0,0,0,-4,4,0.7,1.2,46,155,283,0,0,0,0,0,0,0,0,3,,,,,,
5,6,Alexandre Lacazette,Lacazette,1,arsenal,ARS,FWD,4.1,4.8,,,a,58,0.6,7.0,6.8,53,101,27,9,11,13,34,12,1,487251,481555,,,1,-1,-2,2,5.3,5.8,83,123266,15989,7,0,3,8,0,0,0,9,214,,,,,3.0,
6,7,Shkodran Mustafi,Mustafi,1,arsenal,ARS,DEF,1.0,0.2,,2020-08-15T10:00:11.331812Z,a,3,0.0,0.6,0.1,415,409,593,163,161,220,434,165,0,12904,12739,100.0,100.0,0,0,0,0,0.7,1.2,50,259,289,0,0,0,1,0,0,0,0,16,,,,,,
7,8,Bernd Leno,Leno,1,arsenal,ARS,GKP,3.9,4.3,,,a,67,0.9,13.7,9.5,35,592,586,13,62,61,195,13,2,590050,599136,,,0,0,-1,1,4.8,5.3,49,65030,19506,0,0,5,19,1,0,41,6,320,,,,,,
8,9,Granit Xhaka,Xhaka,1,arsenal,ARS,MID,2.2,2.0,,2020-12-13T22:30:16.182130Z,a,28,0.4,5.4,0.4,191,217,207,77,131,111,234,111,0,29838,65232,100.0,100.0,0,0,-3,3,2.5,3.0,52,1534,1407,1,0,4,12,0,0,0,1,136,,,1.0,,,
9,10,Pablo Marí,Marí,1,arsenal,ARS,DEF,4.7,2.3,,2020-08-15T10:00:11.357231Z,a,14,0.5,3.2,0.3,321,351,380,123,128,147,366,133,0,20776,4490,100.0,100.0,0,0,-1,1,2.8,3.3,44,9296,2345,0,0,2,1,0,0,0,1,63,,,,,,
10,11,Héctor Bellerín,Bellerín,1,arsenal,ARS,DEF,3.5,1.5,,2020-12-13T22:30:16.198432Z,a,53,0.3,10.4,6.1,129,57,150,50,13,28,92,18,2,852416,790483,100.0,100.0,0,0,1,-1,2.0,2.5,51,23011,36848,0,3,4,16,0,0,0,9,256,,,,,,
11,13,Calum Chambers,Chambers,1,arsenal,ARS,DEF,0.0,0.0,,2020-08-15T10:00:11.386295Z,a,0,0.0,0.0,0.0,544,530,518,209,210,205,548,210,0,1529,1754,100.0,100.0,0,0,0,0,0.5,1.0,45,238,204,0,0,0,0,0,0,0,0,0,,,,,,
12,14,Sead Kolasinac,Kolasinac,1,arsenal,ARS,DEF,2.0,0.0,Joined Schalke on loan until the end of the season on 4/1. - Expected back 01 Jul,2021-01-03T19:00:21.713564Z,n,2,0.0,0.4,0.1,436,375,387,166,138,149,433,164,0,5326,20249,0.0,100.0,0,0,-2,2,0.0,1.0,48,74,420,0,0,0,1,0,0,0,0,9,,,6.0,,,
13,15,Ainsley Maitland-Niles,Maitland-Niles,1,arsenal,ARS,DEF,2.0,1.7,,,a,20,0.4,4.3,0.8,303,266,335,117,75,121,332,116,0,55249,145905,,,0,0,-4,4,2.2,2.7,46,1194,2115,0,1,1,6,0,0,0,1,91,,,,,,
14,16,Rob Holding,Holding,1,arsenal,ARS,DEF,3.3,4.0,,2020-10-17T22:30:19.025474Z,a,46,0.9,10.2,4.6,86,318,205,30,107,53,192,55,1,415762,259622,100.0,100.0,1,-1,0,0,4.5,5.0,45,79935,14112,0,1,5,14,0,0,0,4,250,,,,,,
15,17,Kieran Tierney,Tierney,1,arsenal,ARS,DEF,3.7,5.3,,2020-10-14T10:30:19.613747Z,a,59,1.0,10.9,10.7,68,24,142,25,5,24,52,7,1,447928,674602,100.0,100.0,1,-1,-1,1,5.8,6.3,54,226880,14536,1,2,5,18,0,0,0,3,315,,,,,,
16,18,Nicolas Pépé,Pépé,1,arsenal,ARS,MID,2.0,1.8,,2020-11-22T18:30:18.803078Z,a,22,0.2,2.9,0.7,279,256,104,119,147,57,241,112,0,30781,144668,100.0,100.0,0,0,-4,4,2.3,2.8,76,667,1910,2,0,0,10,0,0,0,1,68,2.0,,3.0,,2.0,
17,19,Lucas Torreira,Torreira,1,arsenal,ARS,MID,0.0,0.0,Joined Atletico Madrid on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T22:30:19.674811Z,n,0,0.0,0.0,0.1,579,570,562,227,228,225,582,227,0,3458,17308,0.0,0.0,0,0,-3,3,0.0,0.0,47,5,75,0,0,0,0,0,0,0,0,0,,,,,,
18,20,Joseph Willock,Willock,1,arsenal,ARS,MID,1.0,0.5,,,a,6,0.1,1.3,0.1,387,294,243,167,161,123,346,155,0,4219,9141,,,0,0,-3,3,1.0,1.5,47,172,247,0,0,0,3,0,0,0,0,15,,,,,,
19,21,Reiss Nelson,Nelson,1,arsenal,ARS,MID,1.0,0.0,Muscle injury - 75% chance of playing,2020-12-31T11:00:17.325196Z,d,2,0.0,0.4,0.0,435,365,349,186,177,165,418,181,0,1660,6017,75.0,75.0,0,0,-4,4,0.4,0.8,51,11,112,0,0,0,0,0,0,0,0,2,5.0,,,,,
20,22,Edward Nketiah,Nketiah,1,arsenal,ARS,FWD,2.1,1.5,,,a,25,0.3,4.5,0.6,296,219,146,35,36,40,261,38,0,44408,139574,,,0,0,-5,5,2.0,2.5,55,2190,2157,1,1,0,6,0,0,0,4,80,,,,,,
21,23,Emile Smith Rowe,Smith Rowe,1,arsenal,ARS,MID,6.0,3.0,,2020-09-11T11:00:08.673059Z,a,18,0.7,4.1,1.7,329,202,284,143,124,143,306,146,0,104026,33032,100.0,100.0,0,0,-1,1,3.5,4.0,44,65102,7841,0,3,3,0,0,0,0,0,56,,,,,,
22,24,Bukayo Saka,Saka,1,arsenal,ARS,MID,3.7,5.5,,2020-12-30T00:00:13.763798Z,a,56,1.0,10.6,10.5,96,42,16,32,30,8,21,13,1,647142,570776,100.0,100.0,1,-1,-2,2,6.0,6.5,53,217517,20884,3,2,4,15,0,0,0,4,199,4.0,,,,,
23,25,Matteo Guendouzi,Guendouzi,1,arsenal,ARS,MID,0.0,0.0,Joined Hertha Berlin on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T17:00:15.072120Z,n,0,0.0,0.0,0.1,582,572,564,229,230,227,584,229,0,2720,12890,0.0,0.0,0,0,-3,3,0.0,0.0,47,7,51,0,0,0,0,0,0,0,0,0,,,,,,
24,26,Gabriel Teodoro Martinelli Silva,Martinelli,1,arsenal,ARS,MID,2.3,1.2,,2020-12-22T23:30:20.662852Z,a,7,0.2,1.4,0.8,421,387,204,181,182,109,360,162,0,81295,21684,100.0,100.0,0,0,-1,1,1.7,2.2,49,5121,11168,0,0,2,0,0,0,0,0,9,,,,,,
25,27,William Saliba,Saliba,1,arsenal,ARS,DEF,0.0,0.0,Joined Nice on loan until the end of the season on 4/1. - Expected back 01 Jul,2021-01-04T23:00:20.315877Z,n,0,0.0,0.0,0.6,489,470,446,189,190,176,494,190,0,30911,215870,0.0,,0,0,-5,5,0.0,1.0,40,541,2867,0,0,0,0,0,0,0,0,0,,,,,,
26,478,Willian Borges Da Silva,Willian,1,arsenal,ARS,MID,3.1,0.8,,2020-12-26T18:00:16.845067Z,a,40,0.1,5.3,3.0,234,36,155,93,25,85,112,60,1,774089,1323870,100.0,75.0,-1,1,-5,5,1.3,1.4,75,589,5108,0,4,2,13,0,0,0,2,168,1.0,,2.0,,,
27,494,Gabriel Magalhães,Gabriel,1,arsenal,ARS,DEF,3.9,0.2,Illness - 75% chance of playing,2020-12-26T18:00:16.873188Z,d,47,0.0,9.4,5.5,60,311,124,20,101,19,143,37,1,1012547,1086902,75.0,0.0,0,0,0,0,0.5,0.0,50,582,34088,2,0,3,13,0,0,0,6,224,,,,,,
28,501,Daniel Ceballos Fernández,Ceballos,1,arsenal,ARS,MID,2.0,1.2,,2020-10-21T16:30:22.125075Z,a,30,0.3,6.4,0.9,131,52,246,49,36,125,113,61,0,136250,221720,100.0,100.0,0,0,-3,3,1.7,2.2,47,2346,3273,0,1,3,12,0,0,0,3,189,3.0,,5.0,,,
29,526,Mohamed Naser El Sayed Elneny,Elneny,1,arsenal,ARS,MID,2.1,1.5,,2020-11-16T22:00:27.131231Z,a,21,0.3,4.8,1.4,261,214,295,110,129,151,288,136,0,247549,210970,100.0,100.0,0,0,-1,1,2.0,2.5,44,4906,8995,0,0,3,12,0,0,0,0,131,,,,,,
30,527,Matt Macey,Macey,1,arsenal,ARS,GKP,0.0,0.0,,,a,0,0.0,0.0,2.0,473,453,429,43,17,13,478,43,0,171556,79974,,,0,0,0,0,0.5,1.0,40,5397,6710,0,0,0,0,0,0,0,0,0,,,,,,
31,547,Rúnar Alex Rúnarsson,Rúnarsson,1,arsenal,ARS,GKP,0.0,0.0,,,a,0,0.0,0.0,0.0,546,534,522,71,54,51,550,71,0,2003,1884,,,0,0,0,0,0.5,1.0,45,101,141,0,0,0,0,0,0,0,0,0,,,,,,
32,567,Thomas Partey,Partey,1,arsenal,ARS,MID,1.4,0.0,Lack of match fitness - 75% chance of playing,2020-11-09T00:00:26.507224Z,d,7,0.0,1.4,0.3,340,307,294,147,166,150,348,157,0,106431,98163,75.0,0.0,0,0,-1,1,0.4,0.0,49,446,1416,0,0,1,4,0,0,0,0,51,,,,,,
33,12,Emiliano Martínez,Martínez,2,aston_villa,AVL,GKP,5.5,6.8,,,a,83,1.3,16.3,29.8,19,603,599,6,65,64,169,7,1,2565108,836256,,,1,-1,6,-6,6.3,6.3,51,137878,36859,0,0,8,16,1,0,52,10,351,,,,,,
34,28,Tom Heaton,Heaton,2,aston_villa,AVL,GKP,0.0,0.0,,2020-08-15T10:00:11.430596Z,a,0,0.0,0.0,0.1,540,525,513,67,47,44,544,67,0,2577,4127,100.0,100.0,0,0,0,0,-0.5,-0.5,45,411,232,0,0,0,0,0,0,0,0,0,,,,,,
35,29,Ahmed El Mohamady,El Mohamady,2,aston_villa,AVL,DEF,2.4,1.5,,,a,12,0.3,2.8,0.4,376,200,312,146,47,102,333,117,1,23732,35314,,,0,0,-2,2,1.0,1.0,43,1074,1862,0,0,1,0,0,0,0,2,43,,,,,,
36,30,Henri Lansbury,Lansbury,2,aston_villa,AVL,MID,0.0,0.0,Not included in Aston Villa's 25-man Premier League squad. - Unknown return date,2020-10-20T22:30:18.217167Z,n,0,0.0,0.0,0.1,499,480,461,192,193,188,504,192,0,6069,18160,0.0,0.0,0,0,-2,2,0.0,0.0,43,98,273,0,0,0,0,0,0,0,0,0,,,,,,
37,31,Neil Taylor,Taylor,2,aston_villa,AVL,DEF,0.0,0.0,,,a,0,0.0,0.0,0.2,500,481,462,194,195,186,505,195,0,13956,27022,,,0,0,-2,2,-0.5,-0.5,43,441,605,0,0,0,0,0,0,0,0,0,,,,,,
38,32,Jed Steer,Steer,2,aston_villa,AVL,GKP,0.0,0.0,,,a,0,0.0,0.0,4.9,470,450,426,40,14,10,475,40,0,229263,242910,,,0,0,0,0,-0.5,-0.5,40,4784,11288,0,0,0,0,0,0,0,0,0,,,,,,
39,33,Conor Hourihane,Hourihane,2,aston_villa,AVL,MID,5.0,0.0,,,a,20,0.0,3.4,0.1,312,189,283,137,118,142,293,138,1,23725,25474,,,0,0,-1,1,-0.5,-0.5,59,53,292,1,1,2,2,0,0,0,3,70,1.0,,1.0,,,
40,34,José Ignacio Peleteiro Romallo,Jota,2,aston_villa,AVL,MID,0.0,0.0,Contract ended,2020-10-05T07:17:10.828418Z,u,0,0.0,0.0,0.0,619,618,618,246,246,246,620,246,0,1438,7614,0.0,0.0,0,0,-1,1,0.0,0.0,59,1,39,0,0,0,0,0,0,0,0,0,,,,,,
41,35,Ørjan Nyland,Nyland,2,aston_villa,AVL,GKP,0.0,0.0,Contract terminated on 5/10,2020-10-05T21:00:11.316167Z,u,0,0.0,0.0,5.5,471,451,427,41,15,11,476,41,0,145003,782963,0.0,0.0,0,0,0,0,0.0,0.0,40,87,17812,0,0,0,0,0,0,0,0,0,,,,,,
42,36,Bjorn Engels,Engels,2,aston_villa,AVL,DEF,0.0,0.0,,2020-11-19T11:00:18.103635Z,a,0,0.0,0.0,0.1,530,514,499,206,207,201,535,207,0,11082,18120,100.0,100.0,0,0,-1,1,-0.5,-0.5,44,117,135,0,0,0,0,0,0,0,0,0,,,,,,
43,37,Jack Grealish,Grealish,2,aston_villa,AVL,MID,6.5,4.3,,,a,97,0.6,12.6,38.0,8,2,5,4,2,3,2,2,2,4254365,2239399,,,0,0,7,-7,3.8,3.8,77,100265,89553,5,9,8,16,0,0,0,11,374,3.0,,4.0,,2.0,
44,38,John McGinn,McGinn,2,aston_villa,AVL,MID,3.7,3.0,,,a,56,0.5,10.2,1.4,112,38,103,39,27,56,60,35,0,309101,257654,,,0,0,0,0,2.5,2.5,55,6053,8291,1,5,8,16,0,0,0,2,219,5.0,,,,,
45,39,Kortney Hause,Hause,2,aston_villa,AVL,DEF,7.0,4.7,,2020-10-01T22:30:14.186065Z,a,28,1.1,6.4,0.6,271,403,251,104,157,76,319,108,1,59299,20597,100.0,100.0,0,0,-1,1,4.2,4.2,44,10000,8196,1,0,3,1,0,0,0,3,89,,,,,,
46,40,Mahmoud Ahmed Ibrahim Hassan,Trézéguet,2,aston_villa,AVL,MID,2.8,0.0,Hamstring injury - Unknown return date,2020-12-15T11:30:19.909046Z,i,25,0.0,4.8,0.5,249,147,43,103,94,22,96,56,0,57599,127562,0.0,0.0,0,0,-3,3,0.0,0.0,52,43,1668,0,1,4,10,0,0,0,0,75,,,,,,
47,41,Tyrone Mings,Mings,2,aston_villa,AVL,DEF,4.4,3.0,,2020-12-26T17:00:15.486559Z,a,62,0.6,11.5,9.6,62,216,122,21,52,18,118,28,2,1381271,888374,100.0,100.0,0,0,4,-4,2.5,2.5,54,25054,39109,2,1,7,15,0,0,0,5,265,,,,,,
48,42,Matt Targett,Targett,2,aston_villa,AVL,DEF,3.7,4.3,,,a,56,0.9,12.2,4.9,135,69,231,53,16,67,135,35,1,527108,231509,,,0,0,1,-1,3.8,3.8,46,49565,25064,0,1,8,16,0,0,0,2,269,,,3.0,,,
49,43,James Bree,Bree,2,aston_villa,AVL,DEF,0.0,0.0,Joined Luton Town on a permanent deal on 1/9,2020-09-02T09:00:10.425295Z,u,0,0.0,0.0,0.0,548,536,524,210,211,206,552,211,0,9838,10288,0.0,0.0,0,0,0,0,0.0,0.0,45,1,7,0,0,0,0,0,0,0,0,0,,,,,,
50,44,Marvelous Nakamba,Nakamba,2,aston_villa,AVL,MID,1.2,0.7,,,a,5,0.2,1.2,0.8,418,350,361,179,176,171,407,179,0,72696,62521,,,0,0,-2,2,0.2,0.2,43,3855,5747,0,0,1,0,0,0,0,0,12,,,,,,
51,45,Anwar El Ghazi,El Ghazi,2,aston_villa,AVL,MID,5.2,7.3,,,a,47,1.3,8.1,4.3,107,107,33,37,71,17,47,28,1,379679,79805,,,0,0,-2,2,6.8,6.8,58,55733,36709,5,0,3,3,0,0,0,6,154,,,,,1.0,
52,46,Ezri Konsa Ngoyo,Konsa,2,aston_villa,AVL,DEF,4.1,1.5,,2020-12-17T18:30:14.260503Z,a,53,0.3,11.3,6.1,106,381,148,41,143,26,185,52,1,1036391,661560,100.0,100.0,0,0,2,-2,1.0,1.0,47,11614,24611,2,0,5,16,0,0,0,4,228,,,,,,
53,47,Frédéric Guilbert,Guilbert,2,aston_villa,AVL,DEF,0.0,0.0,,2020-11-19T11:00:18.118134Z,a,0,0.0,0.0,0.1,514,497,479,200,201,192,519,201,0,1841,8840,100.0,100.0,0,0,-2,2,-0.5,-0.5,43,84,148,0,0,0,0,0,0,0,0,0,,,,,,
54,48,Wesley Moraes,Wesley,2,aston_villa,AVL,FWD,0.0,0.0,Knee injury - Unknown return date,2020-08-15T10:00:11.458856Z,i,0,0.0,0.0,0.0,623,624,624,79,80,80,624,80,0,912,1319,0.0,0.0,0,0,0,0,0.0,0.0,60,42,43,0,0,0,0,0,0,0,0,0,,,,,,
55,49,Mbwana Samatta,Samatta,2,aston_villa,AVL,FWD,0.0,0.0,Joined Fenerbahce on a permanent deal on 25/9,2020-09-25T09:00:10.072147Z,u,0,0.0,0.0,0.0,622,622,622,78,79,79,623,79,0,1626,8343,0.0,0.0,0,0,-1,1,0.0,0.0,59,1,19,0,0,0,0,0,0,0,0,0,,,,,,
56,50,Keinan Davis,Davis,2,aston_villa,AVL,FWD,1.0,0.5,,2020-11-24T23:00:18.514322Z,a,4,0.1,0.9,9.1,432,338,234,52,47,48,370,48,0,739724,1219345,100.0,100.0,0,0,-2,2,0.0,0.0,43,52761,28079,0,0,0,0,0,0,0,0,12,,,,,,
57,51,Indiana Vassilev,Vassilev,2,aston_villa,AVL,FWD,0.0,0.0,Joined Burton Albion on loan until the end of the season on 17/9. - Expected back 01 Jul,2020-09-17T16:30:17.739025Z,n,0,0.0,0.0,0.7,518,501,484,59,63,62,523,63,0,55417,147073,0.0,0.0,0,0,-2,2,0.0,0.0,43,1710,1700,0,0,0,0,0,0,0,0,0,,,,,,
58,52,Douglas Luiz Soares de Paulo,Douglas Luiz,2,aston_villa,AVL,MID,2.4,1.7,,2020-12-12T15:00:17.663312Z,a,33,0.3,6.7,0.2,168,90,206,65,62,110,158,84,0,23319,35982,100.0,100.0,0,0,-1,1,1.2,1.2,49,1663,982,0,1,7,16,0,0,0,0,166,,,,,,
59,106,Ross Barkley,Barkley,2,aston_villa,AVL,MID,4.0,0.0,Hamstring injury - 75% chance of playing,2020-11-21T17:30:18.042216Z,d,32,0.0,5.4,0.8,201,58,72,82,39,39,85,48,1,465859,460244,75.0,75.0,0,0,-1,1,-0.4,-0.4,59,210,3847,2,1,2,9,0,0,0,4,116,2.0,,2.0,,,
60,496,Matthew Cash,Cash,2,aston_villa,AVL,DEF,3.8,4.2,,2020-12-12T15:00:18.751526Z,a,53,0.8,10.6,1.2,69,67,223,26,15,62,99,21,0,121570,70877,100.0,100.0,0,0,0,0,3.7,3.7,50,22617,7834,0,2,7,16,0,0,0,3,274,,,,,,
61,514,Ollie Watkins,Watkins,2,aston_villa,AVL,FWD,4.6,3.3,,,a,69,0.5,11.3,8.5,45,41,6,8,3,3,12,5,3,1406988,898117,,,0,0,1,-1,2.8,2.8,61,88241,48995,6,4,8,16,0,1,0,6,216,,,,,3.0,
62,540,Bertrand Traoré,Traoré,2,aston_villa,AVL,MID,3.5,5.8,,2020-11-01T14:30:23.727526Z,a,46,1.0,7.8,0.5,146,85,48,55,59,24,64,36,1,52814,21391,100.0,100.0,0,0,-1,1,5.3,5.3,59,14582,5250,3,2,3,8,0,0,0,3,171,4.0,,,,,
63,554,Jacob Ramsey,Ramsey,2,aston_villa,AVL,MID,1.4,1.0,,,a,7,0.2,1.6,0.1,430,344,286,184,173,145,394,176,0,11266,8209,,,0,0,0,0,0.5,0.5,45,771,595,0,0,1,0,0,0,0,0,15,,,,,,
64,53,Glenn Murray,Murray,3,brighton,BHA,FWD,0.0,0.0,Joined Watford on loan until the end of the season on 1/9. - Expected back 01 Jul,2020-09-02T09:00:10.449975Z,n,0,0.0,0.0,0.1,583,573,565,69,71,71,585,71,0,4946,18004,0.0,0.0,0,0,-2,2,0.0,0.0,48,28,101,0,0,0,0,0,0,0,0,0,,,,,,
65,54,Adam Lallana,Lallana,3,brighton,BHA,MID,1.9,1.2,Illness - 75% chance of playing,2021-01-07T17:00:15.322102Z,d,27,0.2,4.4,0.3,272,73,143,115,51,80,164,86,0,14235,81701,75.0,50.0,0,0,-3,3,0.1,0.6,62,208,480,0,1,3,8,0,0,0,0,117,5.0,,,,,
66,57,Pascal Groß,Groß,3,brighton,BHA,MID,3.1,1.0,,,a,43,0.2,7.4,0.5,133,21,132,50,18,71,59,34,0,108446,91348,,,0,0,-2,2,0.0,1.0,58,177,5777,2,2,1,12,0,0,0,6,180,1.0,,3.0,,1.0,
67,58,Shane Duffy,Duffy,3,brighton,BHA,DEF,0.0,0.0,Joined Celtic on loan until the end of the season on 2/9. - Expected back 01 Jul,2020-09-02T09:00:10.465117Z,n,0,0.0,0.0,0.0,503,485,466,195,196,187,508,196,0,630,5290,0.0,0.0,0,0,-2,2,0.0,0.0,43,9,31,0,0,0,0,0,0,0,0,0,,,,,,
68,59,Davy Pröpper,Pröpper,3,brighton,BHA,MID,1.5,0.5,,2020-12-04T02:00:20.275754Z,a,3,0.1,0.6,0.0,420,391,263,180,184,134,387,172,0,1292,6076,100.0,100.0,0,0,-2,2,-0.5,0.5,48,86,70,0,0,0,1,0,0,0,0,14,,,,,,
69,60,Aaron Mooy,Mooy,3,brighton,BHA,MID,0.0,0.0,Joined Shanghai SIPG on a permanent deal on 28/8,2020-08-29T10:00:06.731343Z,u,0,0.0,0.0,0.0,606,599,594,237,238,236,608,237,0,9987,11248,0.0,0.0,0,0,0,0,0.0,0.0,50,1,10,0,0,0,0,0,0,0,0,0,,,,,,
70,61,Dan Burn,Burn,3,brighton,BHA,DEF,1.3,0.2,,,a,13,0.0,3.1,0.3,280,246,239,107,62,71,292,94,0,12736,43869,,,-1,1,-3,3,-0.8,0.2,42,1380,1293,0,0,1,13,0,0,0,0,85,,,,,,
71,62,Lewis Dunk,Dunk,3,brighton,BHA,DEF,2.5,4.2,,2020-10-18T15:00:19.802843Z,a,35,0.9,7.3,2.6,63,248,89,22,64,9,111,26,1,107039,492907,100.0,100.0,0,0,-2,2,3.2,4.2,48,6550,4913,2,0,2,25,0,0,0,4,215,,,1.0,,,
72,63,Martín Montoya,Montoya,3,brighton,BHA,DEF,0.0,0.0,Joined Real Betis on a permanent deal on 25/8,2020-08-25T16:00:07.591453Z,u,0,0.0,0.0,0.0,543,529,517,208,209,204,547,209,0,186,1002,0.0,0.0,0,0,0,0,0.0,0.0,45,3,7,0,0,0,0,0,0,0,0,0,,,,,,
73,64,Florin Andone,Andone,3,brighton,BHA,FWD,0.0,0.0,Knee injury - Unknown return date,2020-09-12T09:00:10.364918Z,i,0,0.0,0.0,0.1,590,581,573,71,73,73,592,73,0,12036,29595,0.0,0.0,0,0,-2,2,0.0,0.0,48,94,120,0,0,0,0,0,0,0,0,0,,,,,,
74,65,Solomon March,March,3,brighton,BHA,MID,3.5,2.8,,2020-11-26T14:00:20.548223Z,a,56,0.6,11.2,1.4,61,20,61,18,17,33,37,23,1,266170,174632,100.0,100.0,0,0,0,0,1.8,2.8,50,8975,12117,2,2,3,25,0,0,0,6,233,2.0,,5.0,,,
75,66,Adam Webster,Webster,3,brighton,BHA,DEF,2.2,2.0,,,a,35,0.5,8.0,1.6,116,199,81,45,46,5,121,29,0,86086,164370,,,0,0,-1,1,1.0,2.0,44,3574,5901,0,0,3,25,0,0,0,0,228,,,,,,
76,67,Joël Veltman,Veltman,3,brighton,BHA,DEF,1.8,1.0,,,a,21,0.2,4.9,0.4,153,129,323,60,29,112,199,58,1,49981,47321,,,0,0,-2,2,0.0,1.0,43,1144,2304,0,0,1,16,0,0,0,3,149,,,,,,
77,68,Neal Maupay,Maupay,3,brighton,BHA,FWD,3.9,3.2,,2020-11-28T15:00:19.358197Z,a,59,0.5,9.7,2.1,88,128,14,12,17,8,25,9,1,662760,692144,100.0,100.0,0,0,-4,4,2.2,3.2,61,14550,7990,6,1,2,23,0,1,0,7,194,,,,,2.0,
78,69,Leandro Trossard,Trossard,3,brighton,BHA,MID,3.6,3.3,,2020-11-07T00:00:21.373051Z,a,50,0.6,8.8,0.7,174,16,60,68,13,32,48,29,1,257426,267036,100.0,100.0,0,0,-3,3,2.3,3.3,57,2699,1891,1,4,3,20,0,0,0,5,158,3.0,,,,,
79,70,Mathew Ryan,Ryan,3,brighton,BHA,GKP,2.3,0.3,,,a,25,0.1,5.8,9.2,221,422,474,20,5,35,323,20,0,441100,966656,,,0,0,-2,2,-0.7,0.3,43,9471,38699,0,0,2,19,0,0,16,0,161,,,,,,
80,71,Alireza Jahanbakhsh,Jahanbakhsh,3,brighton,BHA,MID,1.2,0.8,,2020-09-30T21:00:17.370674Z,a,13,0.1,2.4,0.0,332,174,115,145,108,62,230,110,0,1701,4203,100.0,100.0,0,0,-1,1,-0.2,0.8,54,62,89,0,1,0,6,0,0,0,0,62,,,,,,
81,72,José Izquierdo,Izquierdo,3,brighton,BHA,MID,0.0,0.0,Hamstring injury - Unknown return date,2020-08-15T10:00:11.482611Z,i,0,0.0,0.0,0.0,615,614,613,245,245,244,617,245,0,10016,10020,0.0,0.0,0,0,0,0,0.0,0.0,55,26,17,0,0,0,0,0,0,0,0,0,,,,,,
82,73,Matthew Clarke,Clarke,3,brighton,BHA,DEF,0.0,0.0,Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul,2020-08-26T10:30:05.746418Z,n,0,0.0,0.0,0.0,531,516,502,207,208,203,536,208,0,310,650,0.0,0.0,0,0,-1,1,0.0,0.0,44,5,6,0,0,0,0,0,0,0,0,0,,,,,,
83,74,Ben White,White,3,brighton,BHA,DEF,2.1,1.8,,2020-09-14T21:30:11.221083Z,a,33,0.4,7.5,1.2,120,179,342,46,41,126,204,61,0,85983,116425,100.0,100.0,0,0,-1,1,0.8,1.8,44,2584,4877,0,0,3,27,0,0,0,0,229,,,,,,
84,75,Bernardo Fernandes da Silva Junior,Bernardo,3,brighton,BHA,DEF,1.5,0.3,,,a,3,0.1,0.8,7.6,408,292,202,161,89,51,339,122,0,297174,640121,,,0,0,-1,1,-0.7,0.3,39,8581,17822,0,0,0,2,0,0,0,0,17,,,,,,
85,76,Yves Bissouma,Bissouma,3,brighton,BHA,MID,2.1,1.8,Suspended until 16 Jan,2021-01-02T20:30:19.121459Z,s,33,0.4,7.3,2.4,119,135,159,43,87,88,140,74,0,306751,410986,0.0,100.0,0,0,0,0,0.0,1.8,45,2097,25346,1,0,3,25,0,0,0,2,207,,,2.0,,,
