player_id,name,display_slug,team_id,team,team_slug,position,points_per_game,form,news,news_added_at,status,total_points,value_form,value_season,selected_by_percent,influence_rank_overall,creativity_rank_overall,threat_rank_overall,influence_rank_by_position,creativity_rank_by_position,threat_rank_by_position:,ict_index,ict_index_by_position,dreamteam_count,transfers_in,transfers_out,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,ep_next,ep_this,now_cost,transfers_in_event,transfers_out_event,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,saves,bonus,bps,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
1,Mesut Özil,Özil,1,arsenal,ARS,MID,0.0,0.0,Not included in Arsenal's 25-man Premier League squad,2020-10-20T22:30:18.118477Z,u,0,0.0,0.0,0.5,641,641,641,257,257,257,641,257,0,3441,53633,0.0,0.0,0,0,-3,3,0.0,0.0,67,3,202,0,0,0,0,0,0,0,0,0,,,,,,
2,Sokratis Papastathopoulos,Sokratis,1,arsenal,ARS,DEF,0.0,0.0,Left the club by mutual consent on 20/1,2020-10-21T10:30:18.546407Z,u,0,0.0,0.0,0.1,599,589,582,219,219,215,602,219,0,10266,18947,0.0,0.0,0,0,-2,2,0.0,0.0,48,1,22,0,0,0,0,0,0,0,0,0,,,,,,
3,David Luiz Moreira Marinho,David Luiz,1,arsenal,ARS,DEF,2.0,2.2,,2020-12-26T18:00:15.638627Z,a,20,0.4,3.7,0.8,259,312,251,99,100,77,298,98,0,43086,92779,100.0,100.0,0,0,-1,1,2.7,2.7,54,1207,830,0,0,2,9,0,0,0,0,108,,,4.0,,,
4,Pierre-Emerick Aubameyang,Aubameyang,1,arsenal,ARS,MID,4.2,4.8,Personal Reasons - 75% chance of playing,2021-01-23T16:00:22.555453Z,d,71,0.4,6.3,7.1,114,70,20,39,49,12,32,22,1,558495,3209383,75.0,100.0,0,0,-7,7,4.0,5.3,113,35326,16409,5,1,7,16,0,0,0,6,202,,,,,1.0,
5,Cédric Soares,Cédric,1,arsenal,ARS,DEF,6.5,2.4,,2020-09-23T09:00:14.881983Z,a,13,0.5,2.8,0.2,381,302,400,151,93,151,387,145,0,6064,35767,100.0,100.0,0,0,-4,4,2.9,2.9,46,1729,490,0,1,1,0,0,0,0,3,42,,,,,,
6,Alexandre Lacazette,Lacazette,1,arsenal,ARS,FWD,3.9,6.2,,,a,62,0.7,7.5,6.2,65,95,22,9,8,9,34,11,1,810429,675948,,,0,0,-2,2,6.7,6.7,83,69721,54907,7,0,5,8,0,0,0,9,226,,,,,3.0,
7,Shkodran Mustafi,Mustafi,1,arsenal,ARS,DEF,1.0,0.2,,2020-08-15T10:00:11.331812Z,a,3,0.0,0.6,0.1,423,420,607,165,165,223,444,167,0,13260,13193,100.0,100.0,0,0,0,0,0.7,0.7,50,123,199,0,0,0,1,0,0,0,0,16,,,,,,
8,Bernd Leno,Leno,1,arsenal,ARS,GKP,4.2,6.6,,,a,79,1.3,15.8,9.2,33,613,609,13,65,63,205,13,2,745214,696971,,,0,0,0,0,7.1,7.1,50,31371,23830,0,0,7,19,1,0,44,6,367,,,,,,
9,Granit Xhaka,Xhaka,1,arsenal,ARS,MID,2.3,4.0,,2020-12-13T22:30:16.182130Z,a,34,0.8,6.5,0.4,171,213,200,66,131,106,218,101,0,33081,68743,100.0,100.0,0,0,-3,3,4.5,4.5,52,1171,1244,1,0,6,12,0,0,0,1,175,,,1.0,,,
10,Pablo Marí,Marí,1,arsenal,ARS,DEF,4.7,2.8,Calf injury - 75% chance of playing,2021-01-14T22:00:26.195009Z,d,14,0.6,3.2,0.2,339,358,389,131,132,149,371,137,0,31113,19425,75.0,75.0,0,0,-1,1,2.5,2.5,44,208,4299,0,0,2,1,0,0,0,1,63,,,,,,
11,Héctor Bellerín,Bellerín,1,arsenal,ARS,DEF,3.8,3.2,,2020-12-13T22:30:16.198432Z,a,61,0.6,12.0,5.0,142,58,152,58,12,31,92,17,3,884397,897349,100.0,100.0,0,0,1,-1,3.7,3.7,51,5472,34540,0,3,5,16,0,0,0,11,283,,,,,,
13,Calum Chambers,Chambers,1,arsenal,ARS,DEF,0.0,0.0,,2020-08-15T10:00:11.386295Z,a,0,0.0,0.0,0.0,554,541,531,214,215,209,561,215,0,1951,2149,100.0,100.0,0,0,0,0,0.5,0.5,45,134,143,0,0,0,0,0,0,0,0,0,,,,,,
14,Sead Kolasinac,Kolasinac,1,arsenal,ARS,DEF,2.0,0.0,Joined Schalke on loan until the end of the season on 4/1. - Expected back 01 Jul,2021-01-03T19:00:21.713564Z,u,2,0.0,0.4,0.1,445,386,394,168,143,150,443,166,0,5329,20743,0.0,0.0,0,0,-2,2,0.0,0.0,48,1,228,0,0,0,1,0,0,0,0,9,,,,,,
15,Ainsley Maitland-Niles,Maitland-Niles,1,arsenal,ARS,DEF,2.4,1.6,,,a,26,0.3,5.7,0.8,307,273,324,119,77,109,335,116,0,57723,150704,,,0,0,-4,4,2.1,2.1,46,519,1916,0,1,2,6,0,0,0,1,110,,,,,,
16,Rob Holding,Holding,1,arsenal,ARS,DEF,3.6,6.6,,2020-10-17T22:30:19.025474Z,a,58,1.5,12.9,4.7,82,271,210,30,75,55,182,49,1,591373,343957,100.0,100.0,0,0,0,0,7.1,7.1,45,51869,24282,0,1,7,14,0,0,0,4,304,,,,,,
17,Kieran Tierney,Tierney,1,arsenal,ARS,DEF,3.8,6.8,,2021-01-14T22:00:26.210508Z,a,65,1.3,12.0,8.3,87,31,142,32,8,28,61,9,1,720010,879665,100.0,75.0,0,0,-1,1,7.3,5.5,54,60297,36682,1,2,6,18,0,0,0,3,339,,,,,,
18,Nicolas Pépé,Pépé,1,arsenal,ARS,MID,1.9,0.4,,2020-11-22T18:30:18.803078Z,a,23,0.1,3.0,0.6,293,263,124,125,152,67,251,117,0,32345,147922,100.0,100.0,0,0,-4,4,0.9,0.9,76,378,1226,2,0,0,10,0,0,0,1,73,2.0,,3.0,,2.0,
19,Lucas Torreira,Torreira,1,arsenal,ARS,MID,0.0,0.0,Joined Atletico Madrid on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T22:30:19.674811Z,u,0,0.0,0.0,0.1,594,585,577,236,236,235,598,236,0,3459,17392,0.0,0.0,0,0,-3,3,0.0,0.0,47,0,35,0,0,0,0,0,0,0,0,0,,,,,,
20,Joseph Willock,Willock,1,arsenal,ARS,MID,1.0,0.4,,,a,6,0.1,1.3,0.1,397,310,258,172,167,131,360,163,0,4542,9647,,,0,0,-3,3,0.9,0.9,47,131,223,0,0,0,3,0,0,0,0,15,,,,,,
21,Reiss Nelson,Nelson,1,arsenal,ARS,MID,1.0,0.0,,2020-12-31T11:00:17.325196Z,a,2,0.0,0.4,0.0,444,376,367,190,180,174,427,186,0,1875,6185,100.0,100.0,0,0,-4,4,0.5,0.5,51,81,69,0,0,0,0,0,0,0,0,2,5.0,,,,,
22,Edward Nketiah,Nketiah,1,arsenal,ARS,FWD,2.0,0.2,,,a,26,0.0,4.7,0.5,313,233,156,37,37,41,274,38,0,49163,144902,,,0,0,-5,5,0.7,0.7,55,923,2097,1,1,0,6,0,0,0,4,81,,,,,,
23,Emile Smith Rowe,Smith Rowe,1,arsenal,ARS,MID,5.4,5.4,,2020-09-11T11:00:08.673059Z,a,27,1.2,6.0,3.6,292,157,265,124,99,135,259,121,0,361396,97459,100.0,100.0,0,0,0,0,5.9,5.9,45,82258,25761,0,4,5,0,0,0,0,0,91,,,,,,
24,Bukayo Saka,Saka,1,arsenal,ARS,MID,4.0,7.8,,2020-12-30T00:00:13.763798Z,a,68,1.5,12.8,10.3,70,25,16,24,19,9,17,11,1,1036150,766245,100.0,100.0,0,0,-2,2,8.3,8.3,53,147055,44519,4,2,6,15,0,0,0,5,246,3.0,,6.0,,,
25,Matteo Guendouzi,Guendouzi,1,arsenal,ARS,MID,0.0,0.0,Joined Hertha Berlin on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T17:00:15.072120Z,u,0,0.0,0.0,0.1,597,587,579,238,238,237,600,238,0,2725,12969,0.0,0.0,0,0,-3,3,0.0,0.0,47,0,30,0,0,0,0,0,0,0,0,0,,,,,,
26,Gabriel Teodoro Martinelli Silva,Martinelli,1,arsenal,ARS,MID,2.0,1.4,,2021-01-09T23:30:20.360437Z,a,8,0.3,1.6,0.3,428,397,218,185,186,116,365,165,0,82720,64559,100.0,50.0,0,0,-1,1,1.9,0.9,49,693,5776,0,0,2,0,0,0,0,0,10,,,,,,
27,William Saliba,Saliba,1,arsenal,ARS,DEF,0.0,0.0,Joined Nice on loan until the end of the season on 4/1. - Expected back 01 Jul,2021-01-04T23:00:20.315877Z,u,0,0.0,0.0,0.6,498,479,457,193,194,178,506,194,0,30961,220967,0.0,0.0,0,0,-5,5,0.0,0.0,40,13,1896,0,0,0,0,0,0,0,0,0,,,,,,
70,Mathew Ryan,Ryan,1,arsenal,ARS,GKP,2.3,0.0,,,a,25,0.0,6.0,8.2,239,429,471,21,6,27,340,21,0,466927,1085147,,,0,0,-3,3,0.5,0.5,42,588,4815,0,0,2,19,0,0,16,0,161,,,,,,
478,Willian Borges Da Silva,Willian,1,arsenal,ARS,MID,2.9,0.4,,2020-12-26T18:00:16.845067Z,a,41,0.1,5.5,2.9,249,41,161,104,30,87,128,69,1,775826,1331268,100.0,100.0,0,0,-5,5,0.9,0.9,75,450,3004,0,4,2,13,0,0,0,2,171,1.0,,2.0,,,
494,Gabriel Magalhães,Gabriel,1,arsenal,ARS,DEF,3.9,0.0,,2020-12-26T18:00:16.873188Z,a,47,0.0,9.4,5.2,88,327,138,33,113,25,167,43,1,1015543,1119984,100.0,100.0,0,0,0,0,0.5,0.5,50,1461,11136,2,0,3,13,0,0,0,6,224,,,,,,
501,Daniel Ceballos Fernández,Ceballos,1,arsenal,ARS,MID,2.1,1.2,Calf injury - 75% chance of playing,2021-01-18T22:00:23.859834Z,d,33,0.3,7.0,0.8,147,54,263,54,39,134,129,70,0,139709,231007,75.0,100.0,0,0,-3,3,1.3,1.7,47,309,4243,0,1,4,12,0,0,0,3,207,4.0,,5.0,,,
526,Mohamed Naser El Sayed Elneny,Elneny,1,arsenal,ARS,MID,2.0,1.2,,2020-11-16T22:00:27.131231Z,a,22,0.3,5.0,1.2,271,225,309,115,138,157,302,142,0,254309,234174,100.0,100.0,0,0,-1,1,1.7,1.7,44,1635,7318,0,0,3,12,0,0,0,0,136,,,,,,
527,Matt Macey,Macey,1,arsenal,ARS,GKP,0.0,0.0,Transferred to Hibernian,2021-01-09T10:26:30.856796Z,u,0,0.0,0.0,1.5,481,461,439,45,19,14,489,45,0,171821,107983,0.0,0.0,0,0,0,0,0.0,0.0,40,38,6746,0,0,0,0,0,0,0,0,0,,,,,,
547,Rúnar Alex Rúnarsson,Rúnarsson,1,arsenal,ARS,GKP,0.0,0.0,,,a,0,0.0,0.0,0.0,556,545,535,72,56,52,563,72,0,2324,2195,,,0,0,0,0,0.5,0.5,45,96,114,0,0,0,0,0,0,0,0,0,,,,,,
567,Thomas Partey,Partey,1,arsenal,ARS,MID,2.0,1.4,,2020-11-09T00:00:26.507224Z,a,14,0.3,2.9,0.3,291,232,306,123,140,155,314,149,0,110750,100058,100.0,100.0,0,0,-1,1,1.9,1.9,49,3057,904,0,1,2,4,0,0,0,0,82,,,,,,
12,Emiliano Martínez,Martínez,2,aston_villa,AVL,GKP,5.4,5.0,,,a,92,1.0,18.0,32.3,14,374,615,7,4,65,164,7,1,2845224,1024435,,,0,0,6,-6,5.5,9.0,51,92457,30917,0,0,9,18,1,0,60,10,402,,,,,,
28,Tom Heaton,Heaton,2,aston_villa,AVL,GKP,0.0,0.0,,2020-08-15T10:00:11.430596Z,a,0,0.0,0.0,0.1,550,536,526,68,49,45,557,68,0,3545,4831,100.0,100.0,0,0,0,0,0.5,-1.0,45,371,258,0,0,0,0,0,0,0,0,0,,,,,,
29,Ahmed El Mohamady,El Mohamady,2,aston_villa,AVL,DEF,2.4,0.2,,,a,12,0.0,2.8,0.3,386,215,326,153,51,111,346,123,1,25248,38945,,,0,0,-2,2,0.7,-0.6,43,299,1101,0,0,1,0,0,0,0,2,43,,,,,,
30,Henri Lansbury,Lansbury,2,aston_villa,AVL,MID,0.0,0.0,Not included in Aston Villa's 25-man Premier League squad,2020-10-20T22:30:18.217167Z,u,0,0.0,0.0,0.1,509,492,477,195,196,195,517,197,0,6231,18834,0.0,0.0,0,0,-2,2,0.0,0.0,43,29,209,0,0,0,0,0,0,0,0,0,,,,,,
31,Neil Taylor,Taylor,2,aston_villa,AVL,DEF,-1.0,-0.2,,,a,-1,0.0,-0.2,0.2,454,423,467,172,168,186,460,173,0,15019,28497,,,0,0,-3,3,0.3,-1.4,42,364,507,0,0,0,2,0,0,0,0,1,,,,,,
32,Jed Steer,Steer,2,aston_villa,AVL,GKP,0.0,0.0,,,a,0,0.0,0.0,4.3,478,458,436,42,16,11,486,42,0,244495,283787,,,0,0,0,0,0.5,-1.0,40,3900,9304,0,0,0,0,0,0,0,0,0,,,,,,
33,Conor Hourihane,Hourihane,2,aston_villa,AVL,MID,5.0,0.0,Joined Swansea City on loan until the end of the season on 20/1,2021-01-20T23:00:22.557566Z,u,20,0.0,3.4,0.1,327,204,300,144,125,150,311,147,1,23841,26108,0.0,,0,0,-1,1,0.0,-1.0,59,25,376,1,1,2,2,0,0,0,3,70,1.0,,1.0,,,
34,José Ignacio Peleteiro Romallo,Jota,2,aston_villa,AVL,MID,0.0,0.0,Contract ended,2020-10-05T07:17:10.828418Z,u,0,0.0,0.0,0.0,634,633,633,255,255,255,636,255,0,1439,7651,0.0,0.0,0,0,-1,1,0.0,0.0,59,0,17,0,0,0,0,0,0,0,0,0,,,,,,
35,Ørjan Nyland,Nyland,2,aston_villa,AVL,GKP,0.0,0.0,Contract terminated on 5/10,2020-10-05T21:00:11.316167Z,u,0,0.0,0.0,4.8,479,459,437,43,17,12,487,43,0,145134,842101,0.0,0.0,0,0,0,0,0.0,0.0,40,16,13882,0,0,0,0,0,0,0,0,0,,,,,,
36,Bjorn Engels,Engels,2,aston_villa,AVL,DEF,0.0,0.0,,2020-11-19T11:00:18.103635Z,a,0,0.0,0.0,0.1,540,525,513,211,212,205,548,212,0,11297,18364,100.0,100.0,0,0,-1,1,0.5,-1.0,44,88,96,0,0,0,0,0,0,0,0,0,,,,,,
37,Jack Grealish,Grealish,2,aston_villa,AVL,MID,6.2,3.8,,,a,105,0.5,13.6,36.6,7,3,9,4,3,3,2,2,2,4590184,2735891,,,0,0,7,-7,4.3,6.6,77,178326,98569,5,10,9,18,0,0,0,11,411,3.0,,4.0,,2.0,
38,John McGinn,McGinn,2,aston_villa,AVL,MID,3.6,1.6,,,a,57,0.3,10.4,1.3,140,49,116,51,35,64,78,45,0,319045,282063,,,0,0,0,0,2.1,2.2,55,1496,7319,1,5,8,18,0,0,0,2,223,6.0,,,,,
39,Kortney Hause,Hause,2,aston_villa,AVL,DEF,7.0,3.4,,2020-10-01T22:30:14.186065Z,a,28,0.8,6.4,0.6,287,414,267,112,161,83,336,117,1,80093,43120,100.0,100.0,0,0,-1,1,3.9,5.8,44,2324,7823,1,0,3,1,0,0,0,3,89,,,,,,
40,Mahmoud Ahmed Ibrahim Hassan,Trézéguet,2,aston_villa,AVL,MID,2.6,0.2,,2020-12-15T11:30:19.909046Z,a,26,0.0,5.0,0.5,262,162,45,111,100,22,104,57,0,57775,129405,100.0,0.0,0,0,-3,3,0.7,0.0,52,152,650,0,1,4,10,0,0,0,0,73,,,,,,
41,Tyrone Mings,Mings,2,aston_villa,AVL,DEF,4.3,1.2,,2020-12-26T17:00:15.486559Z,a,69,0.2,12.8,8.6,46,227,132,13,55,23,109,26,2,1409368,1000255,100.0,100.0,0,0,4,-4,1.7,1.4,54,11013,30897,2,1,8,17,0,0,0,5,304,,,,,,
42,Matt Targett,Targett,2,aston_villa,AVL,DEF,4.4,5.4,,,a,74,1.1,15.7,5.2,124,75,233,50,16,66,135,35,2,653625,333336,,,1,-1,2,-2,5.9,9.8,47,52623,21970,0,2,10,16,0,0,0,5,338,,,6.0,,,
43,James Bree,Bree,2,aston_villa,AVL,DEF,0.0,0.0,Joined Luton Town on a permanent deal on 1/9,2020-09-02T09:00:10.425295Z,u,0,0.0,0.0,0.0,558,547,537,215,216,210,565,216,0,9840,10299,0.0,0.0,0,0,0,0,0.0,0.0,45,0,3,0,0,0,0,0,0,0,0,0,,,,,,
44,Marvelous Nakamba,Nakamba,2,aston_villa,AVL,MID,1.6,0.6,,,a,8,0.1,1.9,0.7,392,341,373,168,172,177,402,179,0,79060,75214,,,0,0,-2,2,1.1,0.2,43,1485,4466,0,0,2,0,0,0,0,0,30,,,,,,
45,Anwar El Ghazi,El Ghazi,2,aston_villa,AVL,MID,4.5,4.0,,,a,49,0.7,8.4,3.7,128,123,38,45,85,20,59,34,1,502708,237809,,,0,0,-2,2,4.5,7.0,58,14688,62891,5,0,3,5,0,0,0,6,164,5.0,,3.0,,1.0,
46,Ezri Konsa Ngoyo,Konsa,2,aston_villa,AVL,DEF,4.1,2.6,,2020-12-17T18:30:14.260503Z,a,62,0.6,13.2,5.5,96,390,164,36,146,33,189,54,1,1060049,754255,100.0,100.0,0,0,2,-2,3.1,4.2,47,7340,22104,2,0,6,18,0,0,0,6,268,,,,,,
47,Frédéric Guilbert,Guilbert,2,aston_villa,AVL,DEF,0.0,0.0,,2020-11-19T11:00:18.118134Z,a,0,0.0,0.0,0.1,525,509,494,205,206,196,533,206,0,1967,9133,100.0,100.0,0,0,-2,2,0.5,-1.0,43,48,112,0,0,0,0,0,0,0,0,0,,,,,,
48,Wesley Moraes,Wesley,2,aston_villa,AVL,FWD,0.0,0.0,Knee injury - Unknown return date,2020-08-15T10:00:11.458856Z,i,0,0.0,0.0,0.0,638,639,639,81,82,82,639,82,0,993,1407,0.0,0.0,0,0,0,0,0.0,0.0,60,37,41,0,0,0,0,0,0,0,0,0,,,,,,
49,Mbwana Samatta,Samatta,2,aston_villa,AVL,FWD,0.0,0.0,Joined Fenerbahce on a permanent deal on 25/9,2020-09-25T09:00:10.072147Z,u,0,0.0,0.0,0.0,636,636,637,79,80,81,638,81,0,1633,8374,0.0,0.0,0,0,-1,1,0.0,0.0,59,4,13,0,0,0,0,0,0,0,0,0,,,,,,
50,Keinan Davis,Davis,2,aston_villa,AVL,FWD,1.0,0.4,,2020-11-24T23:00:18.514322Z,a,4,0.1,0.9,9.4,441,347,252,53,48,48,374,48,0,959436,1326850,100.0,100.0,0,0,-2,2,0.9,-0.2,43,52532,48170,0,0,0,0,0,0,0,0,12,,,,,,
51,Indiana Vassilev,Vassilev,2,aston_villa,AVL,FWD,0.0,0.0,Joined Burton Albion on loan until the end of the season on 17/9. - Expected back 01 Jul,2020-09-17T16:30:17.739025Z,u,0,0.0,0.0,0.7,529,513,499,59,63,63,537,64,0,63562,153178,0.0,0.0,0,0,-2,2,0.0,0.0,43,871,2082,0,0,0,0,0,0,0,0,0,,,,,,
52,Douglas Luiz Soares de Paulo,Douglas Luiz,2,aston_villa,AVL,MID,2.4,2.4,,2020-12-12T15:00:17.663312Z,a,38,0.5,7.8,0.2,175,97,180,68,68,96,158,82,0,25881,38645,100.0,100.0,0,0,-1,1,2.9,3.8,49,517,828,0,1,8,18,0,0,0,0,178,,,,,,
106,Ross Barkley,Barkley,2,aston_villa,AVL,MID,3.8,1.2,,2020-11-21T17:30:18.042216Z,a,38,0.2,6.4,0.8,211,57,59,85,41,33,80,47,1,469179,467676,100.0,75.0,0,0,-1,1,1.7,1.0,59,3089,2402,2,1,4,9,0,0,0,4,124,2.0,,2.0,,,
496,Matthew Cash,Cash,2,aston_villa,AVL,DEF,3.9,4.6,,2020-12-12T15:00:18.751526Z,a,62,0.9,12.4,1.2,62,67,226,21,15,64,88,16,0,145806,93284,100.0,100.0,0,0,0,0,5.1,8.2,50,9192,6819,0,2,8,18,0,0,0,5,309,,,,,,
514,Ollie Watkins,Watkins,2,aston_villa,AVL,FWD,4.5,4.6,,,a,77,0.8,12.6,11.9,37,42,5,5,2,3,11,3,3,1881589,1099426,,,0,0,1,-1,5.1,8.2,61,137101,60419,7,4,9,18,0,1,0,6,251,,,,,3.0,
540,Bertrand Traoré,Traoré,2,aston_villa,AVL,MID,3.8,5.4,,2020-11-01T14:30:23.727526Z,a,57,0.9,9.7,0.6,138,88,48,50,63,24,62,36,1,79858,38426,100.0,100.0,0,0,-1,1,5.9,9.8,59,13069,6094,4,2,5,8,0,0,0,3,205,4.0,,5.0,,,
554,Jacob Ramsey,Ramsey,2,aston_villa,AVL,MID,1.3,1.0,,,a,9,0.2,2.0,0.1,432,352,302,186,176,151,395,176,0,12088,9325,,,0,0,0,0,1.5,1.0,45,242,411,0,0,1,2,0,0,0,0,20,,,,,,
53,Glenn Murray,Murray,3,brighton,BHA,FWD,0.0,0.0,Joined Watford on loan until the end of the season on 1/9. - Expected back 01 Jul,2020-09-02T09:00:10.449975Z,u,0,0.0,0.0,0.1,598,588,581,70,72,73,601,73,0,5020,18225,0.0,0.0,0,0,-2,2,0.0,0.0,48,6,91,0,0,0,0,0,0,0,0,0,,,,,,
54,Adam Lallana,Lallana,3,brighton,BHA,MID,1.9,0.4,Illness - Unknown return date,2021-01-07T17:00:15.322102Z,i,27,0.1,4.4,0.3,288,86,162,121,61,88,198,96,0,14333,83001,0.0,0.0,0,0,-3,3,0.0,0.0,62,49,528,0,1,3,8,0,0,0,0,117,5.0,,,,,
57,Pascal Groß,Groß,3,brighton,BHA,MID,3.1,1.2,,,a,46,0.2,7.9,0.4,151,28,145,57,22,76,73,41,0,109208,103923,,,0,0,-2,2,1.7,1.2,58,280,2438,2,2,2,12,0,0,0,6,187,1.0,,3.0,,1.0,
58,Shane Duffy,Duffy,3,brighton,BHA,DEF,0.0,0.0,Joined Celtic on loan until the end of the season on 2/9. - Expected back 01 Jul,2020-09-02T09:00:10.465117Z,u,0,0.0,0.0,0.0,512,495,480,200,201,191,520,201,0,662,5375,0.0,0.0,0,0,-2,2,0.0,0.0,43,1,33,0,0,0,0,0,0,0,0,0,,,,,,
59,Davy Pröpper,Pröpper,3,brighton,BHA,MID,1.5,1.2,,2020-12-04T02:00:20.275754Z,a,6,0.3,1.2,0.0,410,395,259,176,185,132,373,168,0,1503,6286,100.0,100.0,0,0,-2,2,1.7,1.2,48,45,71,0,0,0,2,0,0,0,0,23,,,,,,
60,Aaron Mooy,Mooy,3,brighton,BHA,MID,0.0,0.0,Joined Shanghai SIPG on a permanent deal on 28/8,2020-08-29T10:00:06.731343Z,u,0,0.0,0.0,0.0,620,612,608,245,245,245,623,245,0,9990,11272,0.0,0.0,0,0,0,0,0.0,0.0,50,0,10,0,0,0,0,0,0,0,0,0,,,,,,
61,Dan Burn,Burn,3,brighton,BHA,DEF,1.8,1.8,,,a,21,0.4,5.0,0.4,269,255,235,102,64,67,292,95,0,19939,47933,,,0,0,-3,3,2.3,1.8,42,3881,1667,0,0,2,14,0,0,0,0,122,,,,,,
62,Lewis Dunk,Dunk,3,brighton,BHA,DEF,2.8,5.4,,2020-10-18T15:00:19.802843Z,a,45,1.1,9.4,2.6,66,228,102,22,56,9,117,28,1,123096,510109,100.0,100.0,0,0,-2,2,5.9,5.4,48,8781,4125,2,0,3,26,0,0,0,6,258,,,1.0,,,
63,Martín Montoya,Montoya,3,brighton,BHA,DEF,0.0,0.0,Joined Real Betis on a permanent deal on 25/8,2020-08-25T16:00:07.591453Z,u,0,0.0,0.0,0.0,553,540,530,213,214,208,560,214,0,210,1028,0.0,0.0,0,0,0,0,0.0,0.0,45,4,13,0,0,0,0,0,0,0,0,0,,,,,,
64,Florin Andone,Andone,3,brighton,BHA,FWD,0.0,0.0,Knee injury - Unknown return date,2020-09-12T09:00:10.364918Z,i,0,0.0,0.0,0.1,605,596,589,72,74,75,608,75,0,12238,29888,0.0,0.0,0,0,-2,2,0.0,0.0,48,67,120,0,0,0,0,0,0,0,0,0,,,,,,
65,Solomon March,March,3,brighton,BHA,MID,3.3,2.4,,2020-11-26T14:00:20.548223Z,a,60,0.5,12.0,1.3,69,27,73,23,21,40,39,25,1,288457,212858,100.0,100.0,0,0,0,0,2.9,2.4,50,7908,10862,2,2,4,25,0,0,0,6,243,2.0,,5.0,,,
66,Adam Webster,Webster,3,brighton,BHA,DEF,2.3,2.0,,,a,41,0.5,9.3,1.5,104,212,93,41,49,7,124,31,0,96309,184457,,,0,0,-1,1,2.5,2.0,44,4330,4358,0,0,4,26,0,0,0,0,258,,,,,,
67,Joël Veltman,Veltman,3,brighton,BHA,DEF,2.1,2.2,,,a,29,0.5,6.7,0.4,150,143,319,60,31,106,202,59,1,55266,53790,,,0,0,-2,2,2.7,2.2,43,3568,2028,0,0,2,17,0,0,0,4,180,,,,,,
68,Neal Maupay,Maupay,3,brighton,BHA,FWD,4.1,5.0,,2020-11-28T15:00:19.358197Z,a,69,0.8,11.3,3.1,86,134,17,10,17,8,26,8,1,779313,731826,100.0,100.0,0,0,-4,4,5.5,5.0,61,77434,14935,7,1,3,23,0,1,0,10,227,,,,,2.0,
69,Leandro Trossard,Trossard,3,brighton,BHA,MID,3.4,3.8,,2020-11-07T00:00:21.373051Z,a,55,0.7,9.6,0.6,182,17,64,73,14,35,48,30,1,264158,274389,100.0,100.0,0,0,-3,3,4.3,3.8,57,2150,2688,1,4,4,21,0,0,0,5,173,3.0,,,,,
71,Alireza Jahanbakhsh,Jahanbakhsh,3,brighton,BHA,MID,1.2,0.4,Unknown - Unknown return date,2021-01-11T22:30:26.203805Z,i,13,0.1,2.4,0.0,346,194,133,151,118,72,250,116,0,1752,4418,0.0,0.0,0,0,-1,1,0.0,0.0,54,24,85,0,1,0,6,0,0,0,0,62,,,,,,
72,José Izquierdo,Izquierdo,3,brighton,BHA,MID,0.0,0.0,Hamstring injury - Unknown return date,2020-08-15T10:00:11.482611Z,i,0,0.0,0.0,0.0,629,628,628,253,253,253,632,253,0,10078,10065,0.0,0.0,0,0,0,0,0.0,0.0,55,37,25,0,0,0,0,0,0,0,0,0,,,,,,
73,Matthew Clarke,Clarke,3,brighton,BHA,DEF,0.0,0.0,Joined Derby County on loan until the end of the season on 26/8. - Expected back 01 Jul,2020-08-26T10:30:05.746418Z,u,0,0.0,0.0,0.0,541,527,516,212,213,207,549,213,0,339,688,0.0,0.0,0,0,-1,1,0.0,0.0,44,2,10,0,0,0,0,0,0,0,0,0,,,,,,
74,Ben White,White,3,brighton,BHA,DEF,2.3,2.0,,2020-09-14T21:30:11.221083Z,a,41,0.5,9.3,1.1,137,190,286,56,45,92,208,64,0,94979,131285,100.0,100.0,0,0,-1,1,2.5,2.0,44,4884,3860,0,0,4,28,0,0,0,0,263,,,,,,
75,Bernardo Fernandes da Silva Junior,Bernardo,3,brighton,BHA,DEF,1.7,0.8,Joined Red Bull Salzburg on loan until the end of the season on 19/1,2021-01-20T23:30:17.856679Z,u,5,0.2,1.3,6.7,385,301,222,152,92,62,342,120,0,319447,712128,0.0,,0,0,-1,1,0.0,0.8,39,2501,35721,0,0,0,3,0,0,0,0,30,,,,,,
76,Yves Bissouma,Bissouma,3,brighton,BHA,MID,2.0,1.0,,2021-01-02T20:30:19.121459Z,a,34,0.2,7.6,2.1,143,149,174,52,94,93,160,83,0,313335,462368,100.0,100.0,0,0,0,0,1.5,1.0,45,2502,10152,1,0,3,25,0,0,0,2,211,,,2.0,,,
