player_id,name,display_slug,team_id,team,team_slug,position,points_per_game,form,news,news_added_at,status,total_points,value_form,value_season,selected_by_percent,influence_rank_overall,creativity_rank_overall,threat_rank_overall,influence_rank_by_position,creativity_rank_by_position,threat_rank_by_position:,ict_index,ict_index_by_position,dreamteam_count,transfers_in,transfers_out,chance_of_playing_next_round,chance_of_playing_this_round,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,ep_next,ep_this,now_cost,transfers_in_event,transfers_out_event,goals_scored,assists,clean_sheets,goals_conceded,penalties_saved,penalties_missed,saves,bonus,bps,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
451,Issa Diop,Diop,19,west_ham,WHU,DEF,1.0,0.0,,2021-01-11T23:00:19.329521Z,a,4,0.0,0.9,0.4,331,410,497,126,157,199,381,140,0,14985,94974,100.0,100.0,0,0,-2,2,0.0,1.0,43,344,814,0,0,0,5,0,0,0,0,40,,,,,,
452,Ben Johnson,Johnson,19,west_ham,WHU,DEF,2.5,1.4,,,a,10,0.4,2.6,3.1,353,399,341,136,152,122,383,142,0,269633,242375,,,0,0,-1,1,1.4,3.8,39,6713,16209,1,0,0,2,0,0,0,0,32,,,,,,
558,Vladimir Coufal,Coufal,19,west_ham,WHU,DEF,4.3,3.8,,,a,64,0.8,13.6,7.4,76,30,197,27,7,49,68,10,0,758852,199179,,,0,0,2,-2,3.8,8.6,47,43895,26620,0,4,5,18,0,0,0,9,297,,,,,,
576,Craig Dawson,Dawson,19,west_ham,WHU,DEF,5.0,4.0,,,a,20,0.9,4.4,0.3,350,362,366,135,134,136,377,138,0,29844,7070,,,0,0,0,0,4.0,9.0,45,2777,2399,0,0,3,1,0,0,0,0,77,,,,,,
587,Saïd Benrahma,Benrahma,19,west_ham,WHU,MID,2.2,1.8,,,a,24,0.3,4.0,0.2,289,202,95,122,123,52,213,100,0,52190,42331,,,0,0,0,0,1.8,4.6,60,936,1789,0,2,2,6,0,0,0,0,74,,,3.0,,,
637,Frederik Alves,Alves,19,west_ham,WHU,DEF,0.0,0.0,,,a,0,0.0,0.0,0.0,502,483,461,196,197,181,510,197,0,308,57,,,0,0,0,0,1.2,3.5,40,308,57,0,0,0,0,0,0,0,0,0,,,,,,
638,Ademipo Odubeko,Odubeko,19,west_ham,WHU,FWD,0.0,0.0,,,a,0,0.0,0.0,0.0,580,569,559,66,69,69,586,70,0,824,281,,,0,0,0,0,1.1,3.2,45,824,281,0,0,0,0,0,0,0,0,0,,,,,,
453,John Ruddy,Ruddy,20,wolves,WOL,GKP,0.0,0.0,,,a,0,0.0,0.0,0.2,507,490,475,56,33,29,515,56,0,4560,14510,,,0,0,-2,2,-0.5,0.5,43,91,276,0,0,0,0,0,0,0,0,0,,,,,,
454,João Filipe Iria Santos Moutinho,Moutinho,20,wolves,WOL,MID,1.6,2.0,,2020-12-12T15:00:18.629977Z,a,28,0.4,5.4,0.9,177,32,288,70,23,147,120,65,0,40894,200437,100.0,100.0,0,0,-3,3,1.5,2.5,52,519,1416,0,0,2,25,0,0,0,0,177,1.0,,2.0,,,
455,Rui Pedro dos Santos Patrício,Patrício,20,wolves,WOL,GKP,2.9,1.2,,,a,56,0.2,10.4,4.9,75,624,623,16,70,69,241,16,0,360420,481335,,,0,0,-1,1,0.7,1.7,54,687,20568,0,0,4,29,1,0,38,3,285,,,,,,
456,Ryan Bennett,Bennett,20,wolves,WOL,DEF,0.0,0.0,Joined Swansea City on a permanent deal on 16/10,2020-10-16T21:30:12.191173Z,u,0,0.0,0.0,0.1,537,522,509,210,211,203,545,211,0,3905,27581,0.0,0.0,0,0,-1,1,0.0,0.0,44,3,99,0,0,0,0,0,0,0,0,0,,,,,,
458,Willy Boly,Boly,20,wolves,WOL,DEF,3.7,2.4,,2020-12-27T21:00:23.628421Z,a,48,0.4,8.9,1.4,113,307,170,46,98,37,191,55,0,142015,228878,100.0,75.0,0,0,-1,1,1.9,2.2,54,3405,1705,1,1,4,19,0,0,0,4,234,,,,,,
459,Conor Coady,Coady,20,wolves,WOL,DEF,2.3,1.2,,2020-11-13T02:00:22.377295Z,a,42,0.3,8.8,5.1,78,320,342,28,107,123,222,70,0,388615,654377,100.0,100.0,-1,1,-2,2,0.7,1.7,48,1486,24505,0,0,4,28,0,0,0,2,265,,,,,,
460,Raúl Jiménez,Jiménez,20,wolves,WOL,FWD,4.3,0.0,Head injury - Unknown return date,2020-11-29T21:30:19.440583Z,i,43,0.0,5.2,4.9,191,186,56,21,28,26,125,26,0,1157989,2190089,0.0,0.0,0,0,-3,3,0.0,0.0,82,118,5355,4,1,4,10,0,0,0,7,148,,,,,1.0,
461,Romain Saïss,Saïss,20,wolves,WOL,DEF,4.6,4.2,,2020-11-24T00:00:17.269596Z,a,64,0.8,12.5,9.2,58,285,85,19,86,6,102,23,2,2163236,1883975,100.0,100.0,0,0,1,-1,3.7,4.7,51,6765,70581,3,0,4,21,0,0,0,9,259,,,3.0,,,
462,Jonathan Castro Otto,Jonny,20,wolves,WOL,DEF,0.0,0.0,Knee injury - Unknown return date,2020-08-15T10:00:11.923392Z,i,0,0.0,0.0,0.0,627,625,625,227,227,226,630,227,0,804,2715,0.0,0.0,0,0,-1,1,0.0,0.0,54,31,29,0,0,0,0,0,0,0,0,0,,,,,,
463,Léo Bonatini,Bonatini,20,wolves,WOL,FWD,0.0,0.0,Joined Grasshopper Club Zurich on loan until the end of next season on 22/9. - Expected back 01 Jul,2020-09-22T15:30:12.331538Z,u,0,0.0,0.0,0.1,606,597,591,73,75,76,609,76,0,8705,27729,0.0,0.0,0,0,-2,2,0.0,0.0,48,10,78,0,0,0,0,0,0,0,0,0,,,,,,
464,Leander Dendoncker,Dendoncker,20,wolves,WOL,MID,2.4,0.6,,2020-12-16T14:30:21.324457Z,a,34,0.1,7.2,0.6,240,79,68,99,57,37,103,56,0,61258,176032,100.0,100.0,0,0,-3,3,0.1,1.1,47,774,2070,0,2,5,14,0,0,0,0,113,,,,,,
465,Adama Traoré,Traoré,20,wolves,WOL,MID,1.7,2.2,,2021-01-15T18:00:24.824968Z,a,30,0.4,4.9,5.3,194,26,98,79,20,55,71,40,0,299392,1290292,100.0,75.0,0,0,-4,4,1.7,2.0,61,1869,8184,0,1,1,21,0,0,0,0,138,,,,,,
466,Rúben Diogo da Silva Neves,Neves,20,wolves,WOL,MID,2.4,4.4,,2021-01-16T15:00:28.371799Z,a,46,0.8,8.8,1.3,59,62,70,18,44,38,52,31,0,85883,176713,100.0,,0,0,-3,3,3.9,4.9,52,1689,11889,2,0,3,25,0,0,0,3,253,4.0,,1.0,,2.0,
467,Oskar Buur,Buur,20,wolves,WOL,DEF,1.0,0.0,,,a,1,0.0,0.3,2.3,455,425,417,173,170,160,466,174,0,253646,247693,,,0,0,-1,1,-0.5,0.5,39,3202,8171,0,0,0,0,0,0,0,0,2,,,,,,
469,Daniel Castelo Podence,Podence,20,wolves,WOL,MID,3.8,0.4,Calf injury - Unknown return date,2021-01-04T19:00:24.030549Z,i,57,0.1,10.8,1.7,131,83,40,47,60,21,53,32,0,1013492,963780,0.0,0.0,-1,1,-2,2,0.0,0.0,53,91,34228,3,2,5,15,0,0,0,5,205,3.0,,,,,
470,Max Kilman,Kilman,20,wolves,WOL,DEF,3.7,0.6,,,a,37,0.2,9.2,8.2,247,281,275,95,83,87,294,97,1,1443030,1021657,,,-1,1,0,0,0.1,1.1,40,11103,60595,0,1,3,7,0,0,0,6,151,,,,,,
471,Rúben Gonçalo Silva Nascimento Vinagre,Vinagre,20,wolves,WOL,DEF,0.5,0.0,Joined Olympiacos on loan until the end of the season on 5/10. - Expected back 01 Jul,2020-10-05T16:00:17.052604Z,u,1,0.0,0.2,0.8,379,319,465,149,106,185,394,148,0,56798,635731,0.0,0.0,0,0,-4,4,0.0,0.0,41,0,759,0,0,0,7,0,0,0,0,24,,,,,,
472,Matija Sarkic,Sarkic,20,wolves,WOL,GKP,0.0,0.0,Joined Shrewsbury Town on loan until the end of the season on 2/9. - Expected back 01 Jul,2020-10-22T16:00:16.009097Z,u,0,0.0,0.0,0.1,543,530,519,67,48,44,551,67,0,979,7425,0.0,0.0,0,0,-1,1,0.0,0.0,44,5,87,0,0,0,0,0,0,0,0,0,,,,,,
473,Morgan Gibbs-White,Gibbs-White,20,wolves,WOL,MID,1.5,0.6,,2020-08-25T12:00:07.425510Z,a,3,0.1,0.6,0.0,426,288,404,184,159,190,400,178,0,586,743,100.0,100.0,0,0,-1,1,0.1,1.1,49,42,51,0,0,0,1,0,0,0,0,15,,,,,,
474,Pedro Lomba Neto,Neto,20,wolves,WOL,MID,4.4,3.6,,2021-01-15T18:00:24.870688Z,a,84,0.6,14.2,11.4,34,6,28,12,5,16,10,8,1,1813077,1018956,100.0,75.0,-1,1,4,-4,3.1,3.1,59,35834,138923,4,5,5,26,0,0,0,7,333,2.0,,4.0,,,
475,Bruno André Cavaco Jordao,Jordao,20,wolves,WOL,MID,0.0,0.0,Joined Famalicao on loan until the end of the season on 8/9. - Expected back 01 Jul,2020-09-17T22:30:12.505114Z,u,0,0.0,0.0,0.2,531,515,501,198,199,198,539,200,0,16714,45207,0.0,0.0,0,0,-2,2,0.0,0.0,43,91,483,0,0,0,0,0,0,0,0,0,,,,,,
476,Leonardo Campana,Campana,20,wolves,WOL,FWD,0.0,0.0,,,a,0,0.0,0.0,0.3,611,602,597,75,77,78,614,78,0,23211,35109,,,0,0,-2,2,-0.5,0.5,48,682,863,0,0,0,0,0,0,0,0,0,,,,,,
504,Fabio Silva,Fabio Silva,20,wolves,WOL,FWD,2.1,2.6,,,a,29,0.5,5.6,1.7,301,197,50,35,31,25,153,30,0,191332,168467,,,0,0,-3,3,2.1,3.1,52,30483,16086,2,0,0,18,0,0,0,2,79,,,,,3.0,
505,Fernando Marçal,Marçal,20,wolves,WOL,DEF,1.6,0.2,Groin Injury - Unknown return date,2021-01-01T13:00:19.904045Z,i,16,0.0,3.4,0.1,284,277,362,110,81,133,333,114,0,27511,42726,0.0,0.0,-1,1,-3,3,0.0,0.0,47,7,364,0,0,1,9,0,0,0,0,97,,,,,,
515,Vitor Ferreira,Vitinha,20,wolves,WOL,MID,1.4,1.0,,,a,14,0.2,2.9,0.0,374,268,316,161,154,161,356,161,0,2197,4078,,,0,0,-2,2,0.5,1.5,48,34,177,0,1,0,3,0,0,0,0,54,,,,,,
545,Ki-Jana Hoever,Hoever,20,wolves,WOL,DEF,1.0,0.4,,,a,4,0.1,0.9,0.0,376,291,375,146,88,140,369,135,0,4592,3899,,,0,0,-1,1,-0.1,0.9,44,100,224,0,0,0,3,0,0,0,0,19,,,,,,
546,Nélson Cabral Semedo,Semedo,20,wolves,WOL,DEF,2.2,1.0,,,a,36,0.2,6.8,2.0,89,82,169,34,17,36,94,19,0,397049,308743,,,0,0,-2,2,0.5,1.5,53,1295,12344,0,1,3,24,0,0,0,2,246,,,,,,
553,Meritan Shabani,Shabani,20,wolves,WOL,MID,0.0,0.0,,,a,0,0.0,0.0,0.0,546,533,522,207,208,207,554,209,0,4104,3452,,,0,0,-1,1,-0.5,0.5,44,182,179,0,0,0,0,0,0,0,0,0,,,,,,
563,Rayan Ait Nouri,Ait Nouri,20,wolves,WOL,DEF,3.1,2.2,,2020-11-12T11:30:20.959491Z,a,31,0.4,6.2,0.2,236,182,175,93,44,39,230,72,1,48459,39948,100.0,100.0,0,0,0,0,1.7,2.7,50,441,2177,1,1,1,11,0,0,0,5,132,,,,,,
581,Owen Otasowie,Otasowie,20,wolves,WOL,MID,1.5,0.4,,,a,6,0.1,1.3,0.0,365,323,360,159,169,173,372,167,0,3388,2508,,,0,0,0,0,-0.1,0.9,45,54,184,0,1,0,3,0,0,0,0,26,,,,,,
610,Theo Corbeanu,Corbeanu,20,wolves,WOL,MID,0.0,0.0,,,a,0,0.0,0.0,0.0,574,563,553,224,224,224,580,225,0,212,149,,,0,0,0,0,-0.5,0.5,45,22,31,0,0,0,0,0,0,0,0,0,,,,,,
611,Taylor Perry,Perry,20,wolves,WOL,MID,0.0,0.0,,,a,0,0.0,0.0,0.0,566,555,545,217,217,217,572,218,0,525,342,,,0,0,0,0,-0.5,0.5,45,50,66,0,0,0,0,0,0,0,0,0,,,,,,
614,Luke Cundle,Cundle,20,wolves,WOL,MID,0.0,0.0,,,a,0,0.0,0.0,0.0,570,559,549,221,221,221,576,222,0,679,331,,,0,0,0,0,-0.5,0.5,45,101,73,0,0,0,0,0,0,0,0,0,,,,,,
615,Lewis Richards,Richards,20,wolves,WOL,DEF,0.0,0.0,,,a,0,0.0,0.0,0.0,494,475,453,190,191,175,502,191,0,1493,617,,,0,0,0,0,-0.5,0.5,40,168,171,0,0,0,0,0,0,0,0,0,,,,,,
616,Christian Marques,Marques,20,wolves,WOL,DEF,0.0,0.0,,,a,0,0.0,0.0,0.0,501,482,460,195,196,180,509,196,0,1480,660,,,0,0,0,0,-0.5,0.5,40,107,163,0,0,0,0,0,0,0,0,0,,,,,,
617,Andreas Söndergaard,Söndergaard,20,wolves,WOL,GKP,0.0,0.0,,,a,0,0.0,0.0,0.2,497,478,456,53,28,23,505,53,0,19365,4491,,,0,0,0,0,-0.5,0.5,40,3601,1387,0,0,0,0,0,0,0,0,0,,,,,,
626,Patrick Cutrone,Cutrone,20,wolves,WOL,FWD,1.0,1.0,,,a,2,0.2,0.3,0.0,637,638,396,80,81,61,464,61,0,3145,1597,,,0,0,0,0,0.5,1.5,60,305,667,0,0,0,0,0,0,0,0,5,,,,,,
629,Nigel Lonwijk,Lonwijk,20,wolves,WOL,DEF,0.0,0.0,,,a,0,0.0,0.0,0.0,500,481,459,194,195,179,508,195,0,483,134,,,0,0,0,0,-0.5,0.5,40,179,77,0,0,0,0,0,0,0,0,0,,,,,,
